0,1,2,3,4
최민식,CHOI Min-shik,CHOI Min-shik,배우,"이상한 나라의 수학자|천문: 하늘에 묻는다|봉오동 전투|행복의 나라로|침묵|특별시민|대호|루시|명량|신세계|범죄와의 전쟁: 나쁜놈들 전성시대|마당을 나온 암탉|악마를 보았다|악마를 보았다 감독판|히말라야, 바람이 머무는 곳|친절한 금자씨|주먹이 운다(Crying Fist)|꽃피는 봄이 오면|올드보이|오원 장승업 취화선|취화선|파이란|해피엔드|쉬리|조용한 가족|넘버 3|사라는 유죄|우리사랑 이대로|우리들의 일그러진 영웅|추락하는 것은 날개가 있다|구로 아리랑|겨울의 길목"
김길동,KIM Gil-dong,KIM Gil-dong,배우,히트맨|명량|바람과 함께 사라지다|최종병기 활|혈투|평행이론|주유소 습격사건 2|19-Nineteen|작전
신유람,SHIN Yoo-ram,SHIN Yoo-ram,배우,"강릉|파이프라인|범털 2: 쩐의 전쟁|판소리 복서|안시성|포크레인|특별시민|루시드 드림|해어화|협녀, 칼의 기억|강남 1970|루시|명량|무명인|집으로 가는 길|미스터 고|고령화 가족|회사원|완득이|무적자|친정엄마|평행이론|주유소 습격사건 2|비상|홍길동의 후예|파주|애자|요가학원|인사동 스캔들|그림자 살인|작전|마린보이|쌍화점|울학교 이티|눈에는 눈 이에는 이|걸스카우트|원스어폰어타임|마이 뉴 파트너|어린 왕자|무방비도시|스카우트|사랑|마이 파더|화려한 휴가|수|소년은 울지 않는다|마강호텔|해바라기|비열한 거리|주유소 습격사건"
김인우,KIM In-woo,KIM In-woo,배우,미드나이트|나쁜 녀석들: 더 무비|오만|공작|허스토리|군함도|박열|덕혜옹주|아가씨|아가씨(확장판)|동주|암살|명량|깡철이|미스터 고|강철대오:구국의 철가방|코리아|마이 웨이|식객2 : 김치전쟁|굿모닝 프레지던트|과대망상자들
이종일,LEE Jong-il,LEE Jong-il,세트,슬로우 비디오|해적: 바다로 간 산적|명량|무명인|찌라시: 위험한 소문|결혼전야|은밀하게 위대하게|피에타|두 개의 달|두 번의 결혼식과 한 번의 장례식|내 아내의 모든 것|해로 (偕老)|러브픽션|하울링|최종병기 활|악마를 보았다|무서운 이야기 '콩쥐 팥쥐'
최지영,CHOI Ji-young,CHOI Ji-young,세트팀,해치지않아|백두산|퍼펙트맨|악질경찰|PMC: 더 벙커|조선마술사|대호|내부자들|간신|나의 절친 악당들|슬로우 비디오|해적: 바다로 간 산적|명량|무명인|찌라시: 위험한 소문|결혼전야|은밀하게 위대하게
권율,KWON Yul,KWON Yul,배우,챔피언|미옥|박열|달빛궁궐|최악의 하루|사냥|명량: 회오리 바다를 향하여|미성년|명량|잉투기|피에타|범죄와의 전쟁: 나쁜놈들 전성시대|내 깡패 같은 애인|비스티 보이즈|자각몽|반짝반짝 두근두근|방 안의 코끼리
유원준,YU Won-jun,YU Won-jun,VFX 아티스트,뺑반|스윙키즈|안시성|마녀|레슬러|물괴|신과함께-죄와 벌|리얼|탐정 홍길동: 사라진 마을|설지|연평해전|명량|우아한 거짓말|관능의 법칙|피끓는 청춘|응징자|톱스타|깡철이|뫼비우스|미스체인지|뜨거운 안녕|파파로티|신의 선물|더 웹툰: 예고살인|미나문방구|전설의 주먹|사이코메트리|반창꼬|공모자들
김동민,KIM Dong-min,KIM Dong-min,제작팀,봉오동 전투|사도|명량|7번방의 선물|페스티발|레인보우|펜트하우스 코끼리|바보|소년은 울지 않는다|그해 여름
임재현,LIM Jae-hyun,LIM Jae-hyun,VFX 아티스트,명량: 회오리 바다를 향하여|아버지와 마리와 나|헨젤과 그레텔|죽어도 해피엔딩|해부학 교실|못말리는 결혼|그놈 목소리|언니가 간다|싸이보그지만 괜찮아|사랑 따윈 필요 없어|뚝방전설|괴물|사생결단|야수와 미녀|너는 내 운명|친절한 금자씨|남극일기|주먹이 운다(Crying Fist)
오민경,OH Min-kyung,OH Min-kyung,VFX 아티스트,"돈|리틀 포레스트|공작|흥부: 글로 세상을 바꾼 자|살인자의 기억법|올리고당 더 무비|혼숨|미씽: 사라진 여자|특별수사: 사형수의 편지|해어화|널 기다리며|히야|남과 여|어떤살인|명량: 회오리 바다를 향하여|위험한 상견례 2|스피드|헬머니|국제시장|명량|의궤, 8일간의 축제 3D|또 하나의 약속|조선미녀삼총사|더 테러 라이브|차이나 블루|청포도 사탕: 17년 전의 약속|피에타|공모자들|간기남|너는 펫|Mr.아이돌|오직 그대만|최종병기 활|고지전|오빠가 돌아왔다|열한번째 엄마|상사부일체|복면달호|보스 상륙 작전(Boss X File)|인류멸망 보고서"
김철민,KIM Chul-min,KIM Chul-min,VFX 슈퍼바이저,숏버스 이별행|암전|항거:유관순 이야기|번개맨의 비밀|제 7기사단|명량|용의자|설인|늑대소년|아부의 왕|후궁 : 제왕의 첩|건축학개론|7광구|고양이: 죽음을 보는 두 개의 눈|풍산개|세상에서 가장 아름다운 이별|혈투|만추|김종욱 찾기|참을 수 없는|시라노; 연애조작단|김복남 살인사건의 전말|고死 두 번째 이야기: 교생실습|맨발의 꿈|내 깡패 같은 애인|하녀|작은 연못|펜트하우스 코끼리|파주|해운대|슬픔보다 더 슬픈 이야기|탈주|1724 기방난동사건|크로싱|라듸오 데이즈|싸움|스카우트|이장과 군수|김관장 대 김관장 대 김관장|오래된 정원|올드미스다이어리|누가 그녀와 잤을까?|우리들의 행복한 시간|맨발의 기봉이|음란서생|백만장자의 첫사랑|야수|광식이 동생 광태|무영검|형사 Duelist|가문의 위기(가문의 영광2)|써클|내츄럴시티|몽정기|소녀가 사라졌다
김기서,KIM Ki-seo,KIM Ki-seo,VFX 매니지먼트,"협녀, 칼의 기억|제 7기사단|카트|신이 보낸 사람|1789, 바스티유의 연인들|명량|가시|용의자|공정사회|설인|분노의 윤리학|늑대소년|나는 왕이로소이다|바람과 함께 사라지다|아부의 왕|후궁 : 제왕의 첩|돈의 맛|내 아내의 모든 것|건축학개론|코리아|7광구|고양이: 죽음을 보는 두 개의 눈|혈투|만추|김종욱 찾기|참을 수 없는|시라노; 연애조작단|김복남 살인사건의 전말|고死 두 번째 이야기: 교생실습|맨발의 꿈|내 깡패 같은 애인|하녀|파주"
장원익,JANG Won-ik,JANG Won-ik,VFX 매니지먼트,"비스트|뺑반|스윙키즈|안시성|협녀, 칼의 기억|제 7기사단|더 테너 리리코 스핀토|카트|신이 보낸 사람|명량|가시|용의자|설인|늑대소년|바람과 함께 사라지다|나는 왕이로소이다|아부의 왕|후궁 : 제왕의 첩|내 아내의 모든 것|돈의 맛|건축학개론|코리아|7광구|고양이: 죽음을 보는 두 개의 눈|풍산개|세상에서 가장 아름다운 이별|짐승의 끝|혈투|만추|김종욱 찾기|참을 수 없는|시라노; 연애조작단|김복남 살인사건의 전말|고死 두 번째 이야기: 교생실습|맨발의 꿈|내 깡패 같은 애인|하녀|물 없는 바다|평행이론|파주|해운대|그림자 살인|구세주 2|김씨표류기|오이시맨|낮술|달콤한 거짓말|과속스캔들|아내가 결혼했다|님은 먼 곳에|무림여대생|강철중: 공공의 적 1-1|전투의 매너|색다른 동거|허밍|가면|싸움|우리 동네|저수지에서 건진 치타|펀치레이디|궁녀|황진이|수|최강로맨스|중천|라디오 스타|한반도|도마뱀|손님은 왕이다|사랑을 놓치다|마법사들|왕의 남자|미스터 소크라테스|오로라 공주|사랑니|강력 3반|가문의 위기(가문의 영광2)|첼로-홍미주 일가 살인사건|박수칠 때 떠나라|활|공공의 적 2|여고괴담 4 : 목소리|태풍태양|가능한 변화들|키다리 아저씨|역도산|발레 교습소|썸|빈집|귀신이 산다|바람의 파이터|누구나 비밀은 있다|늑대의 유혹|어린 신부|안녕! 유에프오|초승달과 밤배|빙우|지구를 지켜라|선생 김봉두|동갑내기 과외하기|영매-산자와 죽은자의 화해"
김동윤,KIM Dong-yoon,KIM Dong-yoon,DI팀,"기억의 소리|그랜드파더|나는 증인이다|잡아야 산다|함정|미쓰 와이프|명량: 회오리 바다를 향하여|순수의 시대|타투|파일 : 4022일의 사육|영도|태양을 쏴라|울언니|봄|픽업 아티스트|황제를 위하여|귀접|아빠를 빌려드립니다|내 연애의 기억|곤충왕국 3D|하이힐|하이프 네이션 : 힙합사기꾼|화려한 외출|이별계약|은밀하게 위대하게|파파로티|스톤|조난자들|명왕성|닥터|마이 라띠마|연애의 온도|설인|뽀로로 극장판 슈퍼썰매 대모험|7번방의 선물|박수건달|가문의 영광5 - 가문의 귀환|네모난원|음치 클리닉 |돈 크라이 마미|남영동1985|자칼이 온다|강철대오:구국의 철가방|점쟁이들|이웃사람|백프로|577 프로젝트|미운오리새끼|방독피|달빛 길어올리기|혜화, 동|김종욱 찾기|두 여자|불량남녀|소와 함께 여행하는 법|참을 수 없는|살인의 강|방가? 방가!|퀴즈왕|무적자|옥희의 영화|해결사|마법천자문: 대마왕의 부활을 막아라|아저씨|마음이2|요술|블러디쉐이크|하녀|대한민국 1%|반가운 살인자|집 나온 남자들|아마존의 눈물|육혈포 강도단|무법자|주문진|웨딩드레스|양 한 마리, 양 두 마리|카페 느와르|서서 자는 나무|패밀리마트|된장|계몽영화|폭풍전야|비밀애|채식주의자|식객2 : 김치전쟁|페어러브|아빠가 여자를 좋아해|걸프렌즈|여자 없는 세상|시크릿|바람|청담보살|집행자|귀향|킬 미|굿모닝 프레지던트|부산|지구에서 사는 법|핑크 토끼|불신지옥|10억|국가대표|해운대|물 좀 주소|보트|바다 쪽으로, 한 뼘 더|실종|작전|키친|빗자루, 금붕어 되다|탈주|저녁의 게임|차우|약탈자들|7급 공무원|똥파리|핸드폰|미안하다 독도야|쌍화점|로맨틱 아일랜드|나의 친구, 그의 아내|초감각 커플|순정만화|미인도|멋진 하루|울학교 이티|아기와 나|가루지기|추격자|지금, 이대로가 좋아요|여기보다 어딘가에|마이 뉴 파트너|라듸오 데이즈|내 사랑 유리에|더 게임|어린 왕자|무방비도시|기다리다 미쳐|용의주도 미스신|내 사랑|은하해방전선|열한번째 엄마|마을금고 연쇄습격사건|경계|첫눈|바르게 살자|권순분여사 납치사건|어머니는 죽지 않는다|브라보 마이 라이프|마이 파더|챔피언 마빡이|해부학 교실|검은 집|열세살 수아|이대근 이 댁은|극락도 살인사건|이장과 군수|좋지 아니한가|1번가의 기적|마파도2|어느날 그 길에서|우리에게 내일은 없다|경의선|포도나무를 베어라|마강호텔|여름이 가기 전에|오래된 정원|올드미스다이어리|미녀는 괴로워|사랑 따윈 필요 없어|열혈남아|마음이...|거룩한 계보|무도리|두뇌유희프로젝트, 퍼즐|뚝방전설|천하장사 마돈나|각설탕|플라이 대디|비열한 거리|구타유발자들|호로비츠를 위하여|달콤, 살벌한 연인|길|괜찮아 울지마|바나나 쉐이크|이빨 두 개|니마|청소년 드라마의 이해와 실제|유.앤.미|작별|평범한 날들|별별 이야기 2-여섯 빛깔 무지개"
김진주,KIM Jin-ju,KIM Jin-ju,의상팀,"파이프라인|시동|롱 리브 더 킹: 목포 영웅|악인전|어쩌다, 결혼|성난황소|챔피언|범죄도시|터널|대역전|설행_눈길을 걷다|더 폰|짓2: 붉은 낙타|명량: 회오리 바다를 향하여|강남 1970|해적: 바다로 간 산적|변호인|연애의 온도|광해, 왕이 된 남자|돈의 맛|최종병기 활|포화속으로|거북이 달린다|날아라 펭귄|유감스러운 도시|가루지기|세븐 데이즈|바르게 살자|애정결핍이 두 남자에게 미치는 영향|두뇌유희프로젝트, 퍼즐|연애의 목적"
조희대,CHO Hee-dae,CHO Hee-dae,DI팀,가치 캅시다 |좋은 사람|디바|69세|82년생 김지영|유열의 음악앨범|계절과 계절 사이|악질경찰|증인|뷰티풀 뱀파이어|탐정: 리턴즈|호랑이보다 무서운 겨울손님|지금 만나러 갑니다|염력|아이엠 호프맨|여배우는 오늘도|청년경찰|하루|특별시민|마리안느와 마가렛|해빙|시 읽는 시간|임금님의 사건수첩|밤의 해변에서 혼자|프리즌|더 킹|당신자신과 당신의 것|터널|부산행|굿바이 싱글|사냥|탐정 홍길동: 사라진 마을|미씽: 사라진 여자|나는 증인이다|소녀와 여자|남과 여|히말라야|열정같은소리하고있네|특종: 량첸살인기|탐정 : 더 비기닝|서부전선|간신|악의 연대기|명량: 회오리 바다를 향하여|손님|쎄시봉|상의원|봄|나의 독재자|마담 뺑덕|슬로우 비디오|해적: 바다로 간 산적|우는 남자|역린|표적|명량|우아한 거짓말|찌라시: 위험한 소문|용의자|집으로 가는 길|안녕?! 오케스트라|더 파이브|소녀|노브레싱|감기|더 웹툰: 예고살인|남쪽으로 튀어|마이 리틀 히어로|회사원|간첩|연가시|아부의 왕|파파|완득이|화이트: 저주의 멜로디|10억|대무가|소주와 아이스크림|치킨게임|나와 함께 블루스를|출근
이종은,LEE Jong-eun,LEE Jong-eun,DI팀,"가려진 시간|슈퍼 프렌즈|사돈의 팔촌|스틸 플라워|동주|극적인 하룻밤|도리화가|돌연변이|비밀|성난 변호사|뷰티 인사이드|협녀, 칼의 기억|은밀한 유혹|프랑스 영화처럼|들꽃|라이브 TV|사도|베테랑|나의 절친 악당들|장수상회|쎄시봉|오늘의 연애|상의원|국제시장|목숨|나의 독재자|마담 뺑덕|슬로우 비디오|타짜-신의 손|해무(海霧)|우는 남자|표적|소수의견|명량|이쁜 것들이 되어라|한공주|방황하는 칼날|찌라시: 위험한 소문|수상한 그녀|집으로 가는 길|열한시|배우는 배우다|감기|설국열차|감시자들|몽타주|고령화 가족|공범|런닝맨|뒷담화: 감독이 미쳤어요|베를린|마이 리틀 히어로|타워|나의 PS 파트너 |26년|늑대소년|용의자X|광해, 왕이 된 남자|R2B: 리턴투베이스|5백만불의 사나이|미쓰GO|차형사|내 아내의 모든 것|시체가 돌아왔다|코리아|화차|마이 웨이|오싹한 연애|티끌모아 로맨스|커플즈|오늘|완득이|오직 그대만|흉터|카운트다운|도가니|푸른소금|최종병기 활|퀵|체포왕|써니|수상한 고객들|로맨틱 헤븐|평양성|심장이 뛴다|여의도|페스티발|초능력자|심야의 F.M.|그랑프리|고死 두 번째 이야기: 교생실습|이끼|파괴된 사나이|포화속으로|친정엄마|사요나라 이츠카|물 없는 바다|평행이론|하모니|주유소 습격사건 2|용서는 없다|홍길동의 후예|백야행|천국의 우편배달부|내 눈에 콩깍지|내 사랑 내 곁에|애자|그림자 살인|구세주 2|북극의 눈물|잘 알지도 못하면서|김씨표류기|오이시맨|낮술|과속스캔들|아내가 결혼했다|님은 먼 곳에|강철중: 공공의 적 1-1|달콤한 거짓말|치킨게임|세컨어카운트|자각몽|허기|백문백답|아들의 여자"
김초롱,KIM Cho-rong,KIM Cho-rong,예고편,"미쓰 와이프|순수의 시대|오늘의 연애|워킹걸|쥬로링 동물탐정 극장판|국제시장|덕수리 5형제|님아, 그 강을 건너지 마오|맨홀|해적: 바다로 간 산적|극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!|명량|무명인|방황하는 칼날|수상한 그녀|플랜맨|캐치미"
김성민,KIM Sung-min,KIM Sung-min,VFX 매니지먼트,기적|조제|자산어보|살인자의 기억법|미씽: 사라진 여자|특별수사: 사형수의 편지|해어화|히야|널 기다리며|남과 여|명량|배꼽|R2B: 리턴투베이스|푸른소금|사요나라 이츠카|굿모닝 프레지던트|4요일: 자살을 부르는 요일|미쓰 홍당무|외톨이|사과
조보근,JO Bo-geun,JO Bo-geun,VFX 아티스트,제 7기사단|명량|가시|배꼽|박수건달|7광구|위험한 상견례|로맨틱 헤븐|나는 아빠다|그대를 사랑합니다|황해|헬로우 고스트|돌이킬 수 없는|소와 함께 여행하는 법|어쿠스틱|심야의 F.M.|퀴즈왕|마음이2|포화속으로|사요나라 이츠카|된장|평행이론|아빠가 여자를 좋아해|굿모닝 프레지던트|4요일: 자살을 부르는 요일|미쓰 홍당무|외톨이|아기와 나|달려라 자전거|눈에는 눈 이에는 이|숙명|추격자|마지막 선물|내 사랑|우리 동네|사과
조한울,JO Han-wool,JO Han-wool,편집,미션 파서블|프랑스여자|감쪽같은 그녀|롱 리브 더 킹: 목포 영웅|악인전|기억의 밤|악녀|혼숨|사냥|울보|살인재능|명량: 회오리 바다를 향하여|약장수|강남 1970|명량|몬스터|노브레싱|가문의 영광5 - 가문의 귀환|내가 살인범이다|바람과 함께 사라지다|최종병기 활
조복래,JO Bok-rae,JO Bok-rae,배우,조제|예수보다 낯선|도어락|혼숨|범죄의 여왕|궁합|극적인 하룻밤|탐정 : 더 비기닝|차이나타운|쎄시봉|우리는 형제입니다|소수의견|명량|하이힐|몬스터|소원|애타게 찾던 그대|미지의 왈츠|원나잇 온리
강상우,KANG Sang-woo,KANG Sang-woo,DI팀,"귀신의 향기|기생충|배심원들|나의 특별한 형제|악질경찰|돈|어쩌다, 결혼|기묘한 가족|뺑반|말모이|PMC: 더 벙커|스윙키즈|완벽한 타인|1991, 봄|명당|안시성|행복의 나라|마녀|탐정: 리턴즈|버닝|레슬러|당신의 부탁|리틀 포레스트|환절기|어른도감|신과함께-인과 연|나와 봄날의 약속|독전|수성못|골든슬럼버|조선명탐정: 흡혈괴마의 비밀|염력|1987|신과함께-죄와 벌|기억의 밤|7호실|미옥|침묵|대장 김창수|범죄도시|남한산성|브이아이피|하루|대립군|특별시민|려행|살인자의 기억법|더 테이블|리얼|불한당: 나쁜 놈들의 세상|프리즌|눈발|싱글라이더|조작된 도시|당신, 거기 있어줄래요|스플릿|혼숨|밀정|범죄의 여왕|카이: 거울 호수의 전설|터널|국가대표 2|인천상륙작전|부산행|곡성|궁합|미씽: 사라진 여자|럭키|비밀은 없다|사돈의 팔촌|오빠생각|극적인 하룻밤|검은 사제들|뷰티 인사이드|은밀한 유혹|들꽃|베테랑|나의 절친 악당들|장수상회|쎄시봉|오늘의 연애|상의원|국제시장|목숨|소리굽쇠|나의 독재자|마담 뺑덕|슬로우 비디오|타짜-신의 손|해무(海霧)|우는 남자|표적|소수의견|춘하추동 로맨스|안녕, 투이|명량|한공주|이쁜 것들이 되어라|방황하는 칼날|찌라시: 위험한 소문|수상한 그녀|집으로 가는 길|열한시|사이비|배우는 배우다|감기|설국열차|감시자들|몽타주|고령화 가족|공범|길위에서|환상속의 그대|런닝맨|뒷담화: 감독이 미쳤어요|베를린|마이 리틀 히어로|타워|나의 PS 파트너 |26년|늑대소년|용의자X|광해, 왕이 된 남자|R2B: 리턴투베이스|5백만불의 사나이|미쓰GO|내 아내의 모든 것|시체가 돌아왔다|코리아|화차|마이 웨이|오싹한 연애|특수본|티끌모아 로맨스|커플즈|오늘|완득이|오직 그대만|흉터|카운트다운|도가니|푸른소금|최종병기 활|퀵|체포왕|써니|수상한 고객들|로맨틱 헤븐|평양성|심장이 뛴다|페스티발|초능력자|심야의 F.M.|그랑프리|고死 두 번째 이야기: 교생실습|포화속으로|친정엄마|패밀리마트|용서는 없다|킬 미|귀향|국가대표|작전|키친|감자심포니|저녁의 게임|차우|똥파리|나의 친구, 그의 아내|트럭|라듸오 데이즈|더 게임|경계|어머니는 죽지 않는다|브라보 마이 라이프|해부학 교실|검은 집|열세살 수아|이대근 이 댁은|극락도 살인사건|이장과 군수|좋지 아니한가|1번가의 기적|마파도2|우리에게 내일은 없다|경의선|마강호텔|여름이 가기 전에|오래된 정원|올드미스다이어리|미녀는 괴로워|사랑 따윈 필요 없어|열혈남아|마음이...|거룩한 계보|두뇌유희프로젝트, 퍼즐|각설탕|플라이 대디|피터팬의 공식|6월의 일기|림동미|세컨어카운트|더 바디|달리는 차은|잠수왕 무하마드|세번째 시선"
임혜진,IM Hye-jin,IM Hye-jin,편집팀,"힘을 내요, 미스터 리|기생충|출국|인랑|독전|염력|1987|석조저택 살인사건|메이킹 패밀리|밀정|슈퍼 프렌즈|부산행|럭키|엽기적인 그녀 2|대호|그놈이다|서부전선|함정|퇴마: 무녀굴|연평해전|악의 연대기|손님|극비수사|경성학교: 사라진 소녀들|화장|내 심장을 쏴라|두근두근 내 인생|좋은 친구들|소녀괴담|황제를 위하여|표적|극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!|명량|끝까지 간다|몬스터|조선미녀삼총사|피끓는 청춘|안녕?! 오케스트라|관상|더 테러 라이브|몽타주|파파로티|점쟁이들|바람과 함께 사라지다|미쓰GO|시체가 돌아왔다|너는 펫|가문의 영광4 - 가문의 수난|최종병기 활|반신반의|너를 봤어"
전성호,JEON Sung-ho,JEON Sung-ho,세트,"괴기맨숀|더 박스|미션 파서블|감쪽같은 그녀|카센타|사선의 끝|언니|그날, 바다|물괴|허스토리|사라진 밤|재심|사랑하기 때문에|당신, 거기 있어줄래요|밀정|터널|커터|궁합|역모-반란의 시대|순정|서부전선|4등|장수상회|개를 훔치는 완벽한 방법|슬로우 비디오|해적: 바다로 간 산적|명량|무명인|찌라시: 위험한 소문|결혼전야|은밀하게 위대하게|명왕성|개들의 전쟁|피에타|두 개의 달|두 번의 결혼식과 한 번의 장례식|내 아내의 모든 것|가비|해로 (偕老)|러브픽션|하울링|페이스메이커|다슬이|최종병기 활|세상에서 가장 아름다운 이별|혜화, 동|심장이 뛴다|악마를 보았다|블러디쉐이크|내 깡패 같은 애인|반가운 살인자|집 나온 남자들|아빠가 여자를 좋아해|친구사이?|귀향|펜트하우스 코끼리|이태원 살인사건|마녀의 관|7급 공무원|핸드폰|나의 친구, 그의 아내|처음 만난 사람들|GP 506|우리 동네|열한번째 엄마|즐거운 인생|별빛 속으로|날아라 허동구|파란자전거|허브|누가 그녀와 잤을까?|가을로|가문의 부활 - 가문의 영광3|호로비츠를 위하여|맨발의 기봉이|살결|피터팬의 공식|그때 그 사람들|주홍글씨|슈퍼스타 감사용|신부수업|라이어|마지막 늑대|맹부삼천지교|그녀를 모르면 간첩|은장도|화성으로 간 사나이|유아독존|촌철살인|오감도|무서운 이야기 3 '여우골'|무서운 이야기 '콩쥐 팥쥐'|무서운 이야기2'444'"
허동규,,,VFX 아티스트,사바하|안시성|탐정 홍길동: 사라진 마을|연평해전|명량|R2B: 리턴투베이스|푸른소금
성충모,,,조명팀,"괴기맨숀|테우리|버티고|엑시트|안녕, 투이|명량|동창생|몽타주|열한번째 엄마"
서정주,,,액션/스턴트팀,"사자|상의원|해적: 바다로 간 산적|명량|무명인|의궤, 8일간의 축제 3D|미스터 고|5백만불의 사나이|연가시|차형사|통증|7광구|체포왕|수상한 고객들|혈투|심장이 뛴다|무적자|아저씨|주유소 습격사건 2|아빠가 여자를 좋아해|비상|애자|인사동 스캔들|7급 공무원|쌍화점|모던보이|울학교 이티|눈에는 눈 이에는 이|원스어폰어타임|마이 뉴 파트너|슈퍼맨이었던 사나이|어린 왕자|화려한 휴가|마강호텔|거룩한 계보|천군"
정진모,,,동시녹음팀,"썰|스웨그|반도|언니|창궐|염력|대립군|사월의 끝|부산행|감출 수 없는 본능-몰카|성난 변호사|악의 연대기|성실한 나라의 앨리스|좋은 친구들|명량|씨, 베토벤|코알라|노리개|점쟁이들|두 개의 달|최종병기 활|파수꾼|반가운 살인자|평행이론|불꽃처럼 나비처럼|이태원 살인사건|차우|궁녀|허브|강적|포 세일 |히치하이커|숏버스 기묘행"
한태정,HAN TAE JUNG,HAN TAE JUNG,VFX 매니지먼트,내안의 그놈|가려진 시간|사냥|탐정 홍길동: 사라진 마을|퇴마: 무녀굴|연평해전|4등|국제시장|명량|또 하나의 약속|조선미녀삼총사|더 테러 라이브|수목장|마마|폐가|낙원-파라다이스|청담보살|내 눈에 콩깍지|10억|권순분여사 납치사건|기담|1번가의 기적|최강로맨스|우아한 세계|마강호텔|한반도|아랑|청연|태풍|잠복근무|혈의 누|역전의 명수|하류인생|아라한 장풍대작전|태극기 휘날리며|튜브|살인의 추억|클래식|마들렌|챔피언|취화선|피도 눈물도 없이|엽기적인 그녀|무서운 이야기 2 '절벽'
남윤희,,,음악진행,새해전야|언더독|7호실|순정|명량: 회오리 바다를 향하여|손님|빅매치|카트|레드카펫|톱스타|고령화 가족|링|미나문방구
김용태,,,연출팀,악인전|범죄도시|특별시민|대호|두근두근 내 인생|명량|아부의 왕|무서운 이야기 '앰뷸런스'
김원해,KIM Won-hae,KIM Won-hae,배우,"삼진그룹 영어토익반|천문: 하늘에 묻는다|언니|흥부: 글로 세상을 바꾼 자|아수라|널 기다리며|검사외전|로봇, 소리|히말라야|서부전선|헬머니|조선명탐정 : 사라진 놉의 딸|우리는 형제입니다|제보자|타짜-신의 손|해적: 바다로 간 산적|명량|하이힐|숨바꼭질|사랑해! 진영아|미나문방구|마이 리틀 히어로|코리아|써니|로맨틱 헤븐|퀴즈왕|집행자|굿모닝 프레지던트|아름다운 시절"
김용석,Kim Yong-suk,Kim Yong-suk,카메라오퍼레이터,"열두 번째 용의자|왓칭|여곡성|비밥바룰라|마차 타고 고래고래|아빠는 딸|인천상륙작전|계춘할망|특종: 량첸살인기|명량: 회오리 바다를 향하여|7번방의 선물|봄, 눈|특수본|챔프|여의도|히어로|이파네마 소년|애자|허수아비들의 땅|신기전|허브|우리들의 행복한 시간|홀리데이|박수칠 때 떠나라|양아치어조|어린 신부|너를 봤어"
김용빈,,,연출팀,봉오동 전투|마약왕|프리즌|검사외전|내부자들|카트|명량
이해영,LEE Hae-young,LEE Hae-young,배우,킹메이커|애비규환|보희와 녹양|공조|난폭한 기록|그날의 분위기|히말라야|탐정 : 더 비기닝|명량: 회오리 바다를 향하여|바라던 바다|성실한 나라의 앨리스|우리는 형제입니다|명량|하이힐|마이 리틀 히어로|글러브|퀴즈왕|구르믈 버서난 달처럼|굿모닝 프레지던트|바르게 살자|검은 집|거룩한 계보|박수칠 때 떠나라|오버 더 레인보우|꼬리치는 남자
김한민,KIM Han-min,KIM Han-min,감독,노량: 죽음의 바다|오! 문희|한산: 용의 출현|봉오동 전투|사냥|명량: 회오리 바다를 향하여|명량|최종병기 활 감독확장판|최종병기 활|핸드폰|극락도 살인사건|그렇게 김순임은 강두식을 만났다 
이현동,Lee Hyun-dong,Lee Hyun-dong,VFX 슈퍼바이저,유열의 음악앨범|엑시트|레드슈즈|인랑|물괴|특별시민|사냥|탐정 홍길동: 사라진 마을|퇴마: 무녀굴|연평해전|산다|명량|조선미녀삼총사|더 테러 라이브|백프로|디워|무서운 이야기 2 '절벽'
이연수,,,메이킹필름,돈|자전차왕 엄복동|암수살인|허스토리|살인소설|골든슬럼버|그것만이 내 세상|미옥|침묵|대장 김창수|시간위의 집|머니백|리얼|재심|마스터|판도라|형|죽여주는 여자|아수라|서울역|부산행|봉이 김선달|탐정 홍길동: 사라진 마을|궁합|희생부활자|비밀은 없다|번개맨|극적인 하룻밤|열정같은소리하고있네|내부자들|검은 사제들|마돈나|오피스|베테랑|손님|극비수사|장수상회|쎄시봉|슬로우 비디오|두근두근 내 인생|해무(海霧)|좋은 친구들|황제를 위하여|명량|끝까지 간다
