,ratings,comments
1342,1,인상쓰며본다는 개콘이 어쩌면 나을수도.. 꽁짜니깐.. 이게 천만영화라니... ㅉㅉ
1343,7,1500만............
1344,9,크게 웃을 수 있는 것만으로도 훌륭하다
1345,3,"중간 중간에 재미있는.. 웃음이 나오는 장면이 있긴하지만,  1400만명이 볼 정도로 그렇게 대단한것 같진 않은 영화.. 3월에 중학교 입학하는 딸, 초3 되는 아들과 함께 봤는데.. 경찰들이 범인 잡는 과정에서, 폭력적이고 싸우는 과정들이  아이들이 보기엔, 그리 좋지 않아 보인다.  1400만명 넘게 봤다고 그래서 기대했었는데,  너무 기대했었는지.. 기대보다는 좀 그저 그러네.ㅠ.ㅠ "
1346,1,진짜 유치한거 좋아하는 분들 보셈 노잼 친구가 보자고 해서 봤다. 보는내내 조금 힘들었음ㅋ
1347,5,오마주와 페러디의 적절한 조합  한편의 영화에 여러 영화의  향수를 달랜다 치킨집 아직 안망했다  속편이 기대된다  뭉론 그 배우 그대로 그감독 그대로 이기를 
1348,3,맛집이라고 소문나서 줄까지 서서 먹었는데 맛이 없는건 아니지만 줄서서 먹을정돈 아닌것같은 그런 느낌 ㅋㅋㅋㅋㅋㅋ   구정연휴와 겹친데다가 워낙 개봉관도 많았고.. 가족끼리 같이 볼만한 영화도 없고.. 암튼 운이 맞아서 천만이지.. 천만까지 갈 영화는 절대 아님 // 유투브에서 본 예고가 80% 임
1349,10,"육아 하느라 14년도 이후 극장가본적 없고. 신랑이 하도 보고싶다고 해서  애둘 태우고 자동차극장에서 봤어요  재밌어봐야 얼마나 재밌겠어 했지만 정말 시작부터 너무 재밌었고 중간에 지루할 틈 없이 깔깔 웃엇네요  이렇게 웃은것도 얼마만인지,  평점 낮게 주시는 분들은 그냥 남들과는 다른 고퀄 감성을 가지고 계신지 스스로 부인하고 있는건 아니지 왜그렇게 빡빡하게 힘들게 사는지. 걱정되서 첨으로 평점까지 남기네요  감독님. 배우님들 모두 최고였어요 행복한 두시간. 아니 영화보고 난 이후로 몇날 며칠 즐겁고 행복하네요 감사합니다"
1350,2,"다른사람들은 재미있다고 하는데 정말 짜증나는 영화였음 중간쯤보다가 나올려다가 옆사람방해될까봐 앉아있었는데 ,"
1351,10,배꼽빠지는줄 알았음
1352,6,난 그냥 보통이었음.언론에서 넘 띄어주네.약간 실망
1353,10,신선한소재와 억지웃음이 아닌 생활속의 웃음이  아주 좋았습니다 소상공인의 대변과 경찰수사관의 고충까지 전반적으로 전해지는 메세지도 아주 걸작입니다  이런영화 어디 또 없나요? 두번씩은  봐도 좋은 영화 입니다  극한직업  화이팅 ~
1354,4,너무나도 뻔한 스토리.. 돈 아까움
1355,9,
1356,9,
1357,6,
1358,0,천만까지 갈 영화는 아닌데 참.. 그냥 가볍게 볼 영화 2월 18일 10시 30분 부평cgv에서 본  미친 여자 두명...  남들 의식 전혀 안 하고 둘만 계속 박장대소..둘이 떠들기까지함... 있던 사람들 대부분 안 웃고 있는데 둘만...에혀....
1359,9,9
1360,5,재미있고 위트있는 장면들은 좀 있었으나 뒤로 갈수록 지루해져서 졸음을 쫓기가 힘들었다. 엔딩 한시간 전부터 영화가 끝나기만을 기다림
1361,7,1400만명 관객은 이해 안가지만 이하늬 걸크연기랑 진선규 나사 하나 빠진듯한 도라이 연기 매력있었다.   
1362,10,연기들도 잘 하시고 최근 본 영화 중 가장 보는 내내 즐거웠었다
1363,10,
1364,1,순위2위가 이해안감
1365,7,
1366,9,"아주 무난한 코미디 영화, 일단 러닝타임이 잘간다.  너무 수준 낮은 욕설이나 1차원적 바보캐릭터에 기대지 않는  경찰/조폭 코미디가 가능함.   강박과 같은 후반 30분 눈물/신파가 없음. 벤스틸러나 오웬윌슨 나오는 코미디 영화 좋아하면 강추. 백종원 골목식당이 재미 있다면 강추.  오웬윌슨 코미디 영화가 유치하게 느껴지면 비추."
1367,1,전문가평점 왜 없앴냐 카카오 색히들아....
1368,9,경찰이나 치킨집이나 모두 극한직업이네요~ 재미있게 잘 봤습니다~^^
1369,2,"정신적, 정서적, 심리적 유약계층의 대중들이 싸이코패스로 한걸음 더욱 가까이가는데 영향력을 끼쳤을 천만영화다"
1370,8,희극코드를 참 잘 맞추고 연출 연기 3박자 잘 만든영화 다시 보고 싶음 
1371,10,복잡한세상  간만에  아무생각없이 낄낄낄ᆢ 영화 끝까지  킥킥킥  너무재미났다 
1372,5,"그냥 가문의 영광, 광복절 특사 정도의 코메디 영화였음. "
1373,9,너무 재미있게 봤네요. 간만에 실컨 웃었습니다. 감독의 개그코드가 유쾌하네요. 곳곳에 숨겨놓았더군요. 부담없이 보실수 있는 힐링영화. 깔끔하게 잘 구성된 영화입니다
1374,10,상영내내 나는 계속 소리내서 웃고 있었다 나를 펑 뚫어준 잼나는 영화였다...한번 더 보고싶다....웃고싶어서 ㅎㅎㅎ
1375,8,코믹중에   최고 2시간내내 너무재밌게봤어요
1376,9,
1377,9,"삶의 애환이 담겨있어 사실 슬픈영화였어요. 먹고 사는 문제, 범죄 소탕을 위해 위험에 몸사리지 않는 책임감(사실 현실은 불의와 손잡는 경우도 있겠지요.)이 절절하게 다가 왔지만 유머코드가 곳곳에 있어 웃을수 있었지요. 시원시원한 액션씬들. 멋진배우들. 코믹연기도 잘했지요. 잔인한 장면들도 있었지만 영화니까 하면서 보았어요. 이상 56세 아줌마 평입니다."
1378,1,웃으려고 봤는데 웃기지도 않았음. 실망. 
1379,9,호불호 글들 많던데. 저는 개인적으로 제 개그코드랑 너무 잘 맞아서. 간만에 마음편히 한껏 웃다 나왔습니다. 
1380,4,"감독  스탭   배우분들 수고하셨습니다,  기대치를   낮추고 관람하시길요,,,"
1381,3,그냥... 그냥..  그냥... 어디선가 자주보던  ..  그냥 ..그런 맥락의 영화..  
1382,5,
1383,10,여태 본 코믹 영화 중에 최고
1384,10,난 너무 재미있었음.
1385,1,그냥 그럼..
1386,10,코미디영화잖아? 재밌어!! 돈 안아까워.  평으로 다큐를 논하시는 분들이 계셔서 안타깝네..ㅎㅎ
1387,8,2019 .2 .17. 요날 봤다  지루함 없이 재밌게 잘봤다 시간 가는 줄 모르고 봤다 끝나고 나니 웃기긴 했다만 기억도 없다
1388,2,좋은배우들 놓고 감독의 능력이 아쉬움 너무 고전스타일 코메디 소문만큼은 아님 그냥 다운감상 할걸 ㅡ ㅡ
1389,9,완전 잼있음.
1390,10,정말 아무 생각없이 웃고 나온 영화. 뭐~ 특급요리사가 만든 최고급요리가 아님 어때요.  내가 지금 김치찌개가 먹고 싶은데 딱 입맛에 맞는  김치찌개를 먹었을 때의 만족감?
1391,9,제가 본  영화중에  제일 재미있었어요 빵 터지고ㅋㄱㅋ
1392,9,내내 작은 웃음 큰 웃음이 팡팡 터지는 영화였습니다 한국사람들에게 즐거움을 줄 만한 요소들이 많아서 좋았어요! 
1393,9,완전 재미있게 봤어요^^♥
1394,9,요즘 몸이 아파 웃을  일이 없었는데 맘껏 웃고 왔습니다.. 영화보고 수원왕갈비치킨 대신 지코바치킨 먹었다는~~ㅎ
1395,8,재미있고 기분 좋게 보고 갑니다
1396,5,그냥 부담없이 웃고 나오는 코미디 영화 사실 이정도 코미디급 영화가 많았고  2~300만 정도 봤던걸로 기억하는데 정말 운좋은 영화인듯 사실 대적할 만한 스케일의 영화가  오랜기간 전무한데다가 팍팍한 요즘삶에서 사람들이 웃음을 찾는 코드를 맞춘 영화 웃고 삽시다 ㅎㅎ 
1397,1,너무 뻔하고 재미없음
1398,10,스토리  전개가  부담 없이  볼 수 있는  영화
1399,9,영화보는 동안 다른 생각 전혀 안하고 실컷 웃다 왔네요.  슬픈일 있는 분들 걱정 있는 분들이 이 영화 봤으면 좋겠어요
1400,9,
1401,9,눈물나게 웃다왔음. 참고로...왠만함 잘 안웃음.
1402,10,개꿀잼 
1403,10,보는내내 잠깐도 지루하지않고 몰입해서 재밌게 봤어요..
1404,8,전체적으로 지루하지 않아 좋았음. 
1405,3,어이 없어서 웃었네요 ㅇ ㅁ ㅂ ㅡ  이명박
1406,3,
1407,10,스트레스 찌든 나 를 위한 힐링 만원
1408,7,그냥 생각없이 웃고 나오면 됩니다. 신하균이 신의 한수 
1409,10,
1410,9,평점이 극과 극인 영화는? 이주 재밌거나 아주 재미없는 건데 그래도 재밌는 쪽이 많다는 건 악의적인 평점 테러를 하고 있는 것으로 볼 수 있음. 예고편에 나온 개그의 비중이 높지만 그래도 충분히 재밌게 웃으며 볼 수 있는 영화. 근래 이렇게 사람들 웃겨주는 영화가 있었나? 절대 허접한 레벨의 개그가 아님. 
1411,0,"영화관에서 이런영화를 보다니.. 돈이 너무 아깝네.. 이런영화가 천만이상? 광고로 만들어진 천만.... 킬링타임용 3류영화인데... 우리나라 영화의 수준을 대변한다. 형사,범죄.....유행"
1412,10,C급인생을 사는 대다수에게 B급 대우를 받는 A급 영화~ 뻔하고 억지웃음인듯 하지만 대중의 삶을 녹여 두었기에 웃음과 감동이 수시로 교차하고 인생이란 무게에 눌려 살아가는 사람들의 답답함을 욕설과 액션신으로 코믹하게풀어주는 사이다 같은 영화!~
1413,10,B급 같은데 계속 웃고 있게 된다.~~~ 두 번 봤는데 후회 없어~~ 왜 웃지? 하면서 웃게되고 옆사람 숨넘어가게 웃는 소리에 또 웃고 ㅎㅎ 웃을일 없는데 웃게 해줘서 고맙다. 안 아파~~~ 안 아파~~  안죽어~~ 나 안죽어~~ ㅋㅋ 스물도 좋았고 긍정이 체질도 좋았고 극한 직업도 좋았다. 다음 작품도 기대해요 감독님~~
1414,7,걍그래ㅛ
1415,0,본걸 후회!! 억지웃음 전부욕 ㅠㅠ
1416,10,추천추천추천
1417,10,   ▕▔▔▔▔▔▔▔▔▔▔▔╲    ▕╮╭┻┻╮╭┻┻╮╭▕╮╲    ▕╯┃╭╮┃┃╭╮┃╰▕╯╭▏    ▕╭┻┻┻┛┗┻┻┛    ╰▏    ▏    ▕╰━━━┓┈┈┈╭╮▕╭╮▏    ▕╭╮╰┳┳┳┳╯╰╯▕╰╯▏    ▕╰╯┈┗┛┗┛┈╭╮▕╮┈▏    
1418,0,돈아까워미치겠음 삼류에 욕설에 재미도없고 억지스러운스토리...그저그랬습니다 돈도 시간도 아까워서 도중에나오고싶었지만 지인들하고있어 나가지도못하고 진짜 짜증이치밀어올랐네요...
1419,10,처음부터 끝까지 크게 웃을 수 있어서 스트레스가 확 풀렸네요^^. 다들 연기를 잘하는 배우들이라 억지스럽지도 않고 영화시간 내내 지루할 틈이 없었어요.
1420,10,스물도 참 재났는데~ 극한직업 또한 굿굿~~! 원없이 웃었습니다. 고궐리티 코미디액션 ~~!
1421,8,
1422,2,"억지 웃음,  기대 이하 어찌 천만이 넘었는지 이해가 안되는 영화"
1423,6,생각없이 보는영화 보는중에잠깐씩 뭐지?  별시리 하는생각이 드문드문듬
1424,10,역시 영화는 웃기던지 감동이던지 하나만해야해 억지웃음과 억지감동 두마리토끼는 없어 하나만해야 성공하지
1425,8,
1426,10,웃기게 환장하게 미치게  아 그러니까 웃겨서  환장하게  만드는 영화 이해를 잘 하지 못하면 웃겨도  웃지 못 하는 비루함을 가진자는 느끼지 못할 재미요소를 이해하는 자만이 웃음의 꽃길을 걸을 것이다 ㅎㅎㅎㅎㅎ
1427,0,
1428,3,억지웃음 억지개그코드 딱 3점짜리
1429,1,뭐지 아깝다
1430,9,"감동 의미가 있어야만 좋은 영화인가요 집중도높고 많이 웃었고,짜임새있게 잘 만들었던데.. 최근 본 영화중에선 괜챦았음"
1431,10,최고의 영화~!
1432,1,재미없어요..
1433,5,
1434,7,김여사 때부터 터져서 쏴~에서 마무리
1435,10,너무 재미있어요!
1436,9,재미 있네요
1437,5,
1438,10,재밌다
1439,6,너무 기대가 컸나? 쏘 쏘
1440,6,6점 정도가 딱 적당한 것 같아요. 재미있긴한데 좀 유치하고 남는 것도 없습니다. 저는 증인이 훨씬 재미있었어요.
1441,10,꿀잼
1442,10,꿀잼 ㅋ
1443,8,
1444,10,
1445,10,재미있게 봤어요. 진지하고 무거운 영화는 질색인지라.. 그런건 지금 사는 삶으로도 충분하니까요. 그렇다고 쉽게 웃어 주는편도 아닌데  계속 웃게 되네요^^ 본인이 영화 평론가인줄 착각하고 계신 분들이나 냉소적인 분들이 아니고 평범한 관객이시라면 보시라고 추천 드리고 싶네요.
1446,2,영화가 좋다에서 보고 재미있겠다싶어 친구 졸라 갔는데 TV에서 본게 영화의 전부더라구요. 재미없고 지루하고 유치하고 잠오고..ㅠ 유치해도 재미있는 영화도 있어서 저도 킬링타임용으로 좋겠다싶어 갔는데 보다가 나오고 싶을만큼 저는 별로였어요. 사람마다 느끼는게 다 다르니까 재미있는 분도 계시겠지만 저는 왜 이영화가 천만이 넘었는지 이해가 안되네요. 개인적으로 뺑반이 더 나았습니다. 
1447,10,오랜만에 완전  웃었네요 ㅎㅎ
1448,9,저는 재밌던데.. 생각없이 가볍게 웃기 좋은 영화던데~ 사람마다 보고 느끼는 기준이 다른데 퀄리티급의 코미디가 있을리도 없고.. 암튼 요즘 너무 힘든데 이런 영화가 위로가 되기도 하네요~ 저는 울적한 기분이 조금은 나아지더라구요~
1449,4,오바가 심함 돈이 좀 아까운 정도라고 해야하나? 원래는 기묘한 가족 볼려고 했는데 시간이 안맞아서 보게됨 극한직업 상영횟수가 너무많아서 그런것 같다 개인적으론 난 재미없어요 왜 천만명 이상 본건 이 영화 상영횟수가 많아서 다른 선택지가 없어서 그런거같다
1450,1,ㅆ 8 이걸 왜봐
1451,1,내용이없음 이런영화도 불황에 필요하긴함
1452,1,정말 돈 아까운 영화임!
1453,10,
1454,9,졸잼!!
1455,10,1
1456,10,재미 없다는 넘들은 한여름  삼복더위에 지하철에서 춥다고 에어컨 꺼달라고 민원 넣는 쓰레기들이다~~~~
1457,5,"1. 신이 내려준 영화 상영 타이밍 2. 배급 독점 - 알리타가 밀리다니, 헐 3. 마케팅의 승리 ('영화가 좋다'에 가장 웃긴장면 다나옴)  감독/배우들의 노력은 가상하나 돈내고 보기엔 조금 아까움 3백만 정도면 고개가 끄덕여지는 영화임 1400만이 넘었으나 아직 안보신분들 참고하세요"
1458,1,
1459,5,도대체 이 영화가 1000만 훨씬 넘은 이유를 잘 모르겠음  너무 기대한건가요? 시간내서 보긴 좀 그랬네요. 류승룡이 운이 좋은가보네요 좋아하는 배우라  그냥  패스~~
1460,8,
1461,1,?
1462,4,"요즘 볼게 마땅치 않아 관객이 몰릴뿐, 내용은 수준이 기대 이하...."
1463,10,너무 웃김~ 2번 봐도 웃김~
1464,10,졸잼
1465,1,시작한뒤 10분 정도 지나서  잠들었음ᆢ
1466,10,극장에서 소리내어 웃은건 처음이네요 재밌어요 완전
1467,1,내 시간 내놔.
1468,7,
1469,2, 웃음 포인트가 예측불가의 재치있는 애드립이나 상황에서 나오는게 없고 너무 작위적이고 웃기려고 오버의 연속.  여기 별표 한개평들 너무 공감~~
1470,10,너무꿀잼이에요
1471,10,실컷웃어서 부모님 모시고 다시 봤습니다. 두번봐도 빵빵터지네요~!! 난 안죽어~~
1472,1,개졸작 개망작 돈졸라 아끕 수준이하 유치원수준 개억지웃음 토쏠리는웃음유도
1473,10,1점 준 애들은  그냥  모든지 다 부정적으로 보는인강들
1474,1,1점
1475,10,하도 말이 많아서 기대 안하고 봤는데 진짜 영화 자알 만들었다!!! 개 웃겨 ㅋ
1476,10,굿
1477,1,2시간 내내 피식한번 안하고봤다 같이본 내친구는 잤다  돈주고본 영화중 최악 
1478,1,아. 이게 진짜 재미있는 영화라고? 당했다 ㅠ
1479,10,잼나요
1480,9,간만에 아무생각없이 웃었네요. 연기도  모두 잘하고 주인공들 모두 능력자 반전
1481,10,졸잼
1482,10,극장에서 크게 소리 내서 웃은 것은 이 영화가 처음이였다.
1483,9,
1484,10,아주 재미났음~ 2 시간~ 내내 웃었음~~
1485,7,방금 보고 나왔는데 내뒤 아저씨 아줌마 웃음을 안멈추시네ㅡㅡ 난 팝콘쏟아서 짱난는데ㅠㅠ
1486,8,악역까지도 연기 잘하고 재미있었어요 ㅎ ㅎ
1487,10,
1488,1,뻔한 스토리 억지 웃음
1489,9,즐겁게 감상했네요
1490,1,CGV 음모론.요즘 공짜 티켓이 많아서 초반에 관객수 조작들어갔다는 설들이 퍼지고 있음
1491,10,웃깁니다 무지^^
1492,5,"방금 보고 왔는데, 1000만 관객은 영화의 힘이 아니라 CJ엔터테인먼트의 스크린 독과점과 알바의 힘이다....내 평점은 5점에서 6점 사이.....나도 보면서 헛움음이 나왔다..."
1493,4,보고 후회가 좀...경쟁작이 없어 이정도인듯
1494,10,재미있게 웃으며 봤네요.^^
1495,0,스크린독과점의 폐혜 
1496,7,중간 중간 코믹스런 장면이  끝인...
1497,8,정말  감동적인 영화입니다. 필자는 금일 전가족 5인 중 출가한 첫째 아이는 손녀가  영화관을 기피하여 4명이 방금전 감상하였습니다.
1498,1,미안하지만 이제 조폭영화로 천만씩 보는 건 그만했으면 좋겠어요. 무얼 말하려는 건지는 알겠는데 재미와 감동 둘다 찾기 어려웠습니다.. 제작진과 출연진 고생 생각해서 점수를 드리긴 했는데.. 저희 시간과 비용도 아까우니까요 ㅠㅠ
1499,10,재밌어요~
1500,1,ㅇ
1501,2,재밌다는분들  진정 진심인가요?   보는 내내 실소를 금치 못했네요  
1502,6,이게천만영화라니  부끄럽다. 마켓팅의승리인가 스크린독점의승리인가 관객을호구로본다. 열번정도는  웃어서6점이다
1503,0,진짜 작품성이라고는 하나도 없고 어디서 짜깁기한 유머코드로 웃기기에 급급한 영화 감독이 얼마나 실력없는지 여실히 보여주는 영화  코미디 빅리그 잠입수사보다도 재미없는 영화 밑에 샤라랑 평점은 지극히 주관적인거다 니가 이래라 저래라 할 사항이 아니다 
1504,10,오랜만에 한 참 웃다가 나왔어요.
1505,10,수준수준하는 인간들은 세상보는거 자체가 삐딱한듯  즐겁게 깔깔 웃다가가면 됐지 뭐 있는척 의믜부여 하지마라 ㅋㅋ 
1506,1,신하균만  연기 잘하거 밖에는  그다지   다신  안보고싶다    명절  영화 나오면  안 봄
1507,1,한국사람들 영화보는 수준 그 자체의 영화
1508,5,천사백만의 실수. .
1509,10,.
1510,10,이런영화 넘 재밌었다. 오랜만에 웃다가 나왔다.
1511,3,이따위 영화를 극장에서 보다니! 그냥 류승룡씨 팬이어서 봤다
1512,6,그럭저럭
1513,6,내안의 그놈  보고  이거봤더니 웃음이  안나옴
1514,10,연기력 액션씬 짱~ 한국영화중 가장잼나게 봤다
1515,8,오랜만에 웃고 왔네.
1516,1,유 치 함. 돈 아 까 움.
1517,1,이런영화가 천만영화라니  내 수준이 못따라가나
1518,1,소소
1519,10,장난아니게 웃겨요. 캐릭터..모두 ..개성 있고.ㅎㅎㅎㅎㅎ
1520,10,"ㅋㅋ 고민, 걱정거리 있으신 분께 추천....아무 생각 없이 2시간 웃고 나와서 좋네요~"
1521,6,영화관에서 다들 웃으며 보던데... 저는 별로 안웃겼어요.
1522,10,처음부터 끝까지 웃다 끝난듯요.. 나오는데 다들 웃고 있더라고요  짱입니다요
1523,10,그래 이런걸 원했다고 웃기려면 끝까지 웃겨라. 어줍잖게 교훈이나 감동 넣지말고. 상영관 독점한건 별로지만 코미디에 충실한 영화.
1524,9,민초 도민준님 명량도 한달 넘게 상영했음
1525,10,이렇게 재미있는 영화는 없었다ㅋㅋ
1526,8,ㆍ
1527,1,1300만 국민들이봣으면 이젠 내려놓을때 안댓습니까?얼마나 더벌고 예스파일이나 그런곳으로 푸시렵니까?참 돈이 무섭네~감독및 영화사이것들아!!작작좀 하고 파일쪽으로 풀어라~솔로로사는 이시대의 젊은이들은 영화관 갈이유도없거니와 이런영화 비싼돈주고 영화관에서볼 처지들도 아니니~
1528,3,기대보다 재미가 없네요  천만이라고 다 제미있는건 아니구나 ㅠ
1529,9,"개그코드, 캐릭터,  시원시원, 다 너무좋음ㅋㅋ"
1530,1,어디서 웃어야 할지..  좀 지나면 웃기려나 했는데..  막판에 이하늬 키스할 때  류승룡이 쏴~~ 그 장면만 웃김...
1531,9,유승룡은 진지한 역할도 잘 하지만 정말 코믹연기할때 표정과 액션은  갑 중의 갑이다.
1532,6,
1533,10,재밌고 좋아요 
1534,10,완전 웃다가 스트레스 다 풀고 옴
1535,10,그냥 웃다나왔어요 간만에 굿!!!
1536,1,다들 알바댓이야? 나참 이걸 영회라구  여전히 주채측의 농간이구나 비됴용 영화가지구 쯧
1537,10,첨부터 끝까지 잼난영화. 올만이네요~~^^
1538,10,엉청재미있었습니당!
1539,10,
1540,8,영화관서 뇌안쓰고 웃다나옴 두번 볼 영화는 아니고 한판웃고나올 영화
1541,8,
1542,0,
1543,10,잼ㅁ
1544,3,코믹한면은 좋았으나  감동이 적은 평범한 영화였다.
1545,10,재밌게 봤습니다
1546,1,"평점 잘 안쓰는데 이건 쓰고 싶네요 영화보다도 관람객들이 더 웃겼어요 정말 안 웃긴데 자지러지게 웃더라구요 저도 웃음이 많은 사람인데, 이건 정말 안 웃겼어요."
1547,7,웃고 나왔어요ㅎ
1548,6,긴장감 1도없는 코믹영화 예술성1도없는 상업영화 그자체
1549,4,어디선가 본 듯한 장면들..  도청할 때 마약반 응원하는 부분은 좀...  아쉬운 부분이 많았어요.
1550,2,영화가  이렇게 재미 없는 것은 처음 보다가 중간에 나왔습니다.
1551,10,웃음으로시작  웃음으로끝 바뿐 일상에서 잠깐의 휴식을 같게한 영화
1552,0,
1553,9,너무너무 재밌게 잘 봤습니다.
1554,10,
1555,1,폭력성만 난무 ㅠ
1556,1,보는내내 이거 웃어야하는겨머여 하면서봣구만 재미있었다는분들이 많구나..천만영화쉽게되는구만..
1557,10,많이 웃었다.
1558,10,넘넘 잼~~♡♡
1559,2,3류 저질영화 욕만 가득하고  웃기지도 않고 마지막 액션 장면은 그래도 볼만함 이게 천4백만이 볼영화라  스크린 독점과  볼영화가 없어서 둑을봄 저질영화
1560,10,넘 재미있어요 억지웃음코드가 아니라 좋았어요
1561,9,이하늬 개이ㅣ뻐ㅓㅠㅠㅠㅠ 여자인데 반함 ... 암튼 너무 재미써요 영화보면 잘 웃거나 우는편이아닌뎅  조금씩 웃어서 웃음참앗던거가타융 .. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ너무욱곀ㄱㅋㅋㅋㅋㅋㅋ추천작입니다 암튼 ㅎㅎ 지금까지 이런 영환 없엇다 이것은 무엇인가 
1562,3,가ㅣ//성룡 ....
1563,2,웃었다는  분들 어느장면에서 그러신건지 제발 좀 알려주세요  저만 못찾았나요?
1564,10,곳곳에 현실감 있는 유머감각이 녹아있는 영화
1565,10,
1566,1,
1567,10,오랜만에 눈물나게 웃었네 평소 개그프로그램서 억지웃음 주는거 별로 안좋아하는데~~ 컷마다 음악선정 잘맞아 더 웃김 짱임!!!!
1568,10,재밌어요! 
1569,1,억지  민망할 정도
1570,3,
1571,9,솔직히 재밋었다 너무저질이나 상스런개그가아니고 이런개그 막판에키스신개그는 소리내서웃었네 ㅎ 진짜코미디가나타났다 예고편이다가아닌영화 굿 명랑 깨자그냥
1572,10,넘 재밌게  보았네요. 지금까진 이렇게 재미난 영환 없었다.
1573,10,재미있게보았다
1574,1,입소문만 요란한 영화 왜 웃긴지 
1575,10,예고편 보고 시시한 웃음 예상 했는데 첨부터 끝까지 웃다 나왔어요. 아줌마들 넘 웃기니 소리 내서 웃고~^^ 질질 끌거나 신파극 없이 깔끔한 전개 좋았습니다.
1576,10,생각없이 웃고 즐기기 딱입니다 친구들과 한참 웃다가 나왔네요 정말 재미있었어요
1577,10,코메디 영화로는 충실
1578,9,생각없이 실컷 웃고 즐기기에 좋아요~~~
1579,9,스트레스 한방에 확 날리는 느므느므 잼났어요 꼬옥 보시길 강추~~!!
1580,6,병맛코드 웃기긴한데ㅋㅋㅋ  때를 잘맞춰 개봉해서 그렇지 1300만이상 찍을 급은 아니던데
1581,10,시작부터 끝까지 깔깔거리며 봤어요.   굳~!!!!
1582,10,시작부터 끝까지 웃다 나왔어요
1583,9,가벼운 마음으로 들어가서 피식거리다 ㅋㅋㅋ 웃기도 하고  다시 가벼이 나왔네
1584,6,개봉시기 개잘맞춘듯 
1585,10,1300만명이본영회가 재미없다는건 본인 문제지 영화문제는 아닌듯
1586,8,이 영화 재미없다는분 감성에 문제가 있거나 정서가 매마른거 박장대소는 아니지만 첨부터 끝까지 지루하지않고 계속 웃음을 줬던...
1587,10,가볍게 보기 좋은 영화입니다  개그코드가 맞다면 정말 재미있겠지만  이런 개그가 별로인 아재분들은 싫어하실만한 영화   영화 보면서 정말 학생들과 아주머니들 웃음소리가 끊이지 않았네요.ㅋ
1588,10,진심 이런영화 처음이에요~~~~
1589,10,
1590,7,
1591,1,보다  억지 웃음연기에  나올려고 한 영화인데 알바생들 평점 열심이네
1592,10,재밌는 코미디 영화. 가족 모두 즐겁게 봤어요~
1593,10,~~~
1594,3,집에서 개콘보세요.. 그 이상 그 이하도 아님...
1595,8,"일단 B급 유머 코드가 맞는 사람이라면 빵빵 터지실 거예요. 아니면 간간히 웃음 정도, 그냥 그럭저럭의 영화입니다. 천만이 넘을 소재는 아닌데 여러가지가 잘 맞아떨어진 듯요."
1596,8,볼만했어요
1597,9,처음부터 끝까지 웃다가 나왔네요~~ 넘 재밌게 봤어요~ 살짝 아쉬운점은 내용이 기억이 안난다~~ ㅎ
1598,8,"오랜만에  끝까지 웃음을 유지하며  관람 유도, 무에타이, 야구, UDT ....그리고 좀비ㅋㅋ"
1599,10,잼있음
1600,10,
1601,10,이 영화를 보고 재미없다는둥 안 웃었다하는거는 다른 영화사의 드루킹이라 확신함
1602,9,
1603,10,
1604,10,진짜 재밌게 봤어요
1605,5,난 걍 저녁 늦게 봐서 가끔 졸기도.. 
1606,8,
1607,10,아 진짜 넘 웃겨서 ㅋㅋㅋㅋㅋㅋ
1608,10,어설픈 '웃음과 감동의 조화' 같은 건 개나 줘버려라. 지친 대중들은 웃고 싶을 때는 그냥 웃기만 원한다. 대중들의 의식변화 흐름을 잘 포착한 영화.
1609,10,노잼이라고 초치는 분들 ㅋㅋㅋ.. 영화 잘 돼서 수익 많을 거 생각하니까 배아프신가봐용.. 진짜 재밌어요 극한직업 !!!! 천만 영화에는 이유가 있는 법입니다..  저도 웃음장벽 높은 편인데 이 영화보면서 엄청 웃었어요 아직 안 보신 분들 상영할 때 얼른 보러가시길
1610,5,
1611,10,지금까지 본거중에 젤 재밌었어요 ㅠㅠ 코미디 좋아하시는 분들에게 추천드립니다 진짜 빵빵터지네요 ~ ♡
1612,10,그냥 보고 즐길만한 편안한 영화 기대 안하고 아무생각 없이 맘 편히 웃으며 볼 수 있는 영화  돈아깝진 않다 누군가와 같이보면 그냥 즐거운 시간 보낼 수 있는 그런 영화다
1613,7,"아무  생각없이 보니 재밌었다 천만  관객은 좀 오버였고 신하균의 연기가 신의 한 수였다 코메디가 이정도면 성공 아닌가!!! 연출, 연기 모두 좋았다"
1614,10,간만에 많이 웃었네요ㅎ
1615,1,
1616,1,"많은분들께서 이 영화가 정말 재미있다고 말하지만, 이건 쓰레기 영화다. 개연성없고 억지스럽고 너무나도 과장된 연기톤 등 돈과 시간이 아까워 분노가 치솟는다. 불법다운해서도 안본다. 혐오스럽다. 피식조차 하지 않았다. 천만명이 이걸 봤다던데, 참으로 개탄스럽지 않을 수 없다.  이 글을 본다면 진심으로 보지말라고 말리고싶다. 제발 제발 보지마십쇼. 이거보고 너무 분해서 하루종일 기분이 안좋았습니다. 최악. 그리고 최악의 영화. 웃으려고 노력했지만 도저히 웃을수없었다. 말이안되잖아. 너무 유치하고 작위적이다. 여러분의 시간은 정말 소중합니다.."
