,ratings,comments
5065,10,영화본 후 다시 생각하게끔 해주네요. 감동과 여운이.. CG도 기술이 너무 자연스럽고 재미있었습니다.대왕님들 보는재미도 한몫.
5066,0,어디서 감동을 받고 어디서 재미있다는거지ㅡㅡ 요즘 극장 비용도 비싼데 너무한거 아닌가
5067,9,다시금   돌아보게  만든것
5068,10,감동 받았어요 다시 보고 싶은 영화입니다
5069,1,"환불받고 싶었음ㅜㅜ 내생애  최악의 영화...,,,."
5070,6,
5071,9,마지막 40분여의 감동으로 이미 상황정리는 된듯 싶다.  인생의 모든 순간이 감동일순 없다. 나한테는 모든 전달이 가능 했던 영화
5072,8,
5073,6,안타깝다. 이 좋은 CG 기술과 이 극강의 배우를 데리고 엄청난 원작을 빌어서 이정도 보여준다는게 ㅜㅜ 이정재의 염라대왕 극강 비주얼만 머리속에 맴돈다 나에게 신파는 왜이리 오그라들게하는것일까 ㅜㅜ
5074,10,"1점주는 애들은 무슨 생각으로 1점을 주는지 모르겠다 원작과 비슷하면서 다른 재미, 다시한번 자신이 살아온 인생을 되돌아 보게되는 영화 뿐만아니라 깨알같이 웃음을 유발하는 장면까지 CG라던지 그런건 전문가가 아니라 잘 모르겠지만 완성도있고 교훈을주며 익살스러운면까지있는 올해 최고의영화 "
5075,9,연말에 가족의 의미와 한국CG 눈부신 발전
5076,10,재밌어요~ 연기 최고!!!
5077,10,굿!!!
5078,10,헐리웃... 이 영화 배워라~ 아무 생각없이 CG나 볼까했는데... 감독 뉘신지 모르겠지만 나름 뻔치않은 스토리 감솨합니다. 마눌 옆에두고 눈물 훔치려 힘들었슴돠~~ 10점 만점!!!
5079,1,돈 아까워  별주기도 아깝다
5080,10,너무 재밌게 봤어요ㅠ최고예요ㅠ
5081,10,
5082,10,굿!
5083,10,지옥도 참 볼 만했어요ㅎㅎ
5084,1,왜 예매율이 50%가 넘는지 이해가 안됨. 예매율땜에 보고선 실망 500% 보면 다 알텐데~~~댓글 알바인듯. 끝나고서 관객들 황당한 표정들이란~~~
5085,5,만화영화 보려니 힘들었다...좋은 배우들 가지고 이런 만화 밖에 못만드는 제작사와 감독이 불쌍함
5086,10,기존 보던 영화들과는 또다른 장르. 한국영화 앞으로도 기대 됩니다.
5087,10,존잼
5088,10,"ㅈㄴ 재밌음 진짜 꼭봐요 스토리와 중간중간의 깨알 웃김 좋아요~ 진짜 꼭봐야되요 인생영화 등급,,,.. 다시봐도 안지겨움 ㄹㅇ 팩트"
5089,6,영화전반부를 지나 중반부까진 집중해서 봤다. 하지만 후반부에선  집중도가 떨어짐. 
5090,10,진짜 나오는 인물도 멋지고 각자 개성있고 내년에2편도나온다하니 꼭볼거에요!!
5091,5,배우가 다 아는 배우. 도둑들 배우들은 암살에도 나오고 신과함께도 나오고. 그 배우가 그 배우. 뉴페이스는 없나봐요. 
5092,1,"억지 감동 주려고 원작 망침  엉성한 스토리에 전혀 끔찍하지 않은 지옥표현, 그냥 원작 그대로 따라가지..쯧쯧"
5093,10,너무감동적이라 폭풍눈물흘리면서봤네요  아직도 눈이뚱뚱부었다는요^^ 강추 꼭보세요 벌써부터 2편이기대됩니다
5094,10,좋은 영화였다!!
5095,10,대박!!
5096,10,
5097,10,진짜 역대급
5098,10,원더우먼보다 훨 낫다
5099,1,억지신파.  가난한 엄마 아픈 엄마 효자 이야기. 세상에 아직도 이런 스토리가 먹히는 세상에 더 짜증남
5100,10,진짜 잘 만들었다!
5101,10,잘만들었다. 
5102,10,
5103,10,
5104,10,솔직히 이정도면 역대급아니냐???
5105,3,내용은있으나 좀 지루함요
5106,10,잘 만들었다고 생각합니다.
5107,10,
5108,10,재미지다.
5109,8,진기한 변호사 안나와서 별하나 뺌. 재밌었네요. 마지막엔 완전 목놓아 울음
5110,0,영화보고울었다~~~~~~~~~~~~ ~~~~~~~~~~~~~~~~~~~~~~~ 돈이아까워서~~~~~~~~~~~~~~
5111,10,사람이 죽으면 진짜 저런 재판이 있었으면 좋겠다... 나는 어떻게 살았나..  이런 생각도 하면서 봤었는데... 가족들과 봤는데 시간가는줄 모르고 봤네요..초등 애들도 눈물 주룩주룩. 영상도 멋졌고. 대박예감입니다~^^
5112,9,"연기 구멍 하나 없고 한국영화 연출력이 빌전됐다 느낀 영화 다만.. 오디오 문제인건가?  대사 대부분이 잘안들림 싸우는 장면, 음악 크게 나오는 장면에서는 뭐 그냥 웅얼거리는 수준 음향기술력이 딸리나?  맘같아서는 10점이나 대사안들려서 9점"
5113,4,졸리고 신파에 오글거리고.... 
5114,1,알바평점에 사기당했음. 유치하고 전통사상도 아니고 원작과도 다르고 억지전개에 중간에 나가고 싶었음.. 시간과 비용이 너무 아까움.
5115,2,유치합니다
5116,10,감동영화
5117,8,
5118,10,웃으며 시작했다가 마지막에 큰 여운을 남기며 눈물로 맺은 영화
5119,10,카타르시스가 무엇인지 보여준 영화. 아리스토텔레스의 비극의 미학을 잘 표현했다. 스토리도 탄탄하고 부담없이 재밌게 봤다. 
5120,10,천륜부분에서 눈물 펑펑 쏟았어요 여기저기서 훌쩍이는 소리들이...ㅠ 재밌게 잘 감상했습니다
5121,8,처음은  유치하다생각했는데갈수록 안에 내용있고 판타지 괜찮음.배우도 많이나오고  볼거리재미와 이슈거리있다. 화제로인한 희생.군인안에서의 숨겨진 이야기속 개인의 이기적행동과이면.귀인을 재판하는저승사자들의 태도.웃기고 유치한데 나름 잘만들어다고 봄.
5122,7,그냥 볼만함
5123,7,CG효과는 좋았어요. 배우들의 연기도 좋았구요. 그렇지만 감성을 무리하게 자극하는 부분은 내내 아쉬워요.. 
5124,7,초등딸과같이보기  무리없는영화였어요 처음엔~  우와  기발하네했는데 마지막이좀  아쉽네ᄋᆢㄷ
5125,6,두시간 반동안 롤러코스터 타는 느낌... 계속 반복되는 장면이 좀 지루했어요.CG가 다한 듯.
5126,1,"원작도 배우들도 정말 훌륭한데 제대로 활용도 안 되고 너무 어설퍼서 안타깝다. 중구난방... 심지어 극중 설정이라면 원귀가 한 둘이 아닐텐데, 한 명의 원귀로 저승이 붕괴된다고 하니... "
5127,10,
5128,10,
5129,7,도대체
5130,10,
5131,10,
5132,10,
5133,10,난 그래도   판타스틱 ㅋㅋㅋ  새로운주제  멋진 cg 등  새로운 느낌  괜찮았음 너무 무거눈주제도 아니고 게임속  가상현실속 같은    영상미가  좋앗음
5134,10,이거 진심 꼭 봐야됨☆
5135,10,꾸르잼
5136,0,"cg 외에는 볼게 없는 영화. 현실세게의 실사와 결합된 cg는 놀라웠음. 하지만 스토리라인은 너무 초딩수준이고, 앞뒤 안맞는 허술한 구성이 난무함. 저승심판관은 초딩성격의 캐릭터들이 난무하고. 마지막 5분 공공의적 같은 부모님의 정을 보여주기 위해 모든걸 바친영화임. 정말 허술한 영화. "
5137,10,평점이 생각보다 낮아서 만점준다 개인적으로 8.5 정도로 생각 난 이런 sf 판타지물 정말 만들기 힘든 환경도 안돼고 중국 서유기보다 몇배 적은 금액으로 더 잘 구연한듯 각본구색 디테일이 쫌 ㅜㅜ 뭐 마지막 신파는 뻔하지만 쫌 많이 슬픔 나름 갠침한 영화임
5138,9,역시 김용화감독이 영화는 잘 만들어요. 이제 VFX 제작 부문도 헐리우드 수준 이상입니다.
5139,8,예상한거보다는 좋았네요 기대없이 보러가서 그런 느낌인듯 어쨌든  시간안본 상태에서  영화가 끝났어요
5140,1,tv 무료 드라마로 본다면 한 6점 가능하지만 영화관에서는...
5141,5,난 유치하고 재미없어서 곤혹스러웠어요
5142,10,넘 재밌었어요❤️
5143,5,생각보다 별로네요 기대 없이 그냥보세요
5144,10,웹툰에서 봤지만 이걸 영화로 만들니 정말로 신기 했어영ㅎㅎ
5145,3,음..... 너무 기대 했었나봐요 ㅜㅜ 어머니도 별루라고 하네요..
5146,3,
5147,9,웹툰을 안본채로 봤는데 꽤 재미있게 봤습니다. cg도 나름 훌륭했네요~ 마눌님이랑 첫째랑 막 울었음..ㅎㅎ; 
5148,3,스토리 없고 지루함 보면 실망이 크다.
5149,9,엄마에 대핰 애틋하고 미안한 정서를 자극 눈물펑펑 보장.. 그런 감정 매마른 얼라들은 안보는거 추천
5150,1,솔직히 기대이하
5151,8,지난날들의 지혜.... 구버전 우리는 새로운 버전이 필요한시기...
5152,0,오늘  봤는데  초등학생이나 중학생이보면 괜찮겠네요  성인이보기에는. . . 지굼  화유기보고있는데  화유기가 좀  나흔듯
5153,3,보다가 중간에 나왔어요.
5154,9,평점 알바 논하는 분...영화 직접보고 별 한 개 주시는지?...ㅋ
5155,1,정말 평점알바존재 극노잼
5156,8,연출 감독 볼만했어요
5157,10,원작을 각색했는데도 괜찮았고 CG처리도 되게 잘된것 같아서 너무 좋았어요
5158,6,원작을 각색을 했다는 점은 불만이 없지만 너무 강제 신파를 밀어넣은 것 같아 아쉬움이 있음.. 그래도 재미있게 봤고 추천할만함! 신파만 없었으면 8-9점?
5159,10,왜 재미없다고 하는지 이해가 안되는 1인! 1번은 직장동료들과 단체관람! 1번은 가족들과 다시 봄! 2번째 관람할때도 마지막에는 폭풍눈물! 보고나서 우리나라 cg기술이 많이 발전됐다고 느꼈음!
5160,10,모처럼 감동~~^^
5161,4,거품임.. 원래 평점은 6점 정도 대는데.. 알바 거품 감안해서 상계처리함
5162,9,간만에 실컷 울었네요 살고 죽는것에 대해 한번더 생각해보고 
5163,7,사학년딸 별루다 육한년딸 그냥그냥
5164,6,별루 추천하고싶지않음!!!
5165,10,가족들과 함께 보면 너무 좋읍니다 . 우리 가족 함께 보고 눈물과  감동을 같이 했네요 ^^& 연말에  강추 하는 영화 입니다 ::))
5166,10,재밌어요
5167,10,아주 괜찮은 영화. 재미 감동 잘 어울어짐. 소재도 아주 괜찮음. 배우들 연기도 너무 다 좋았음. 2편 정말 기대됨.
5168,10,마지막에 눈물 쏙  빼고 나니 기분도  좋아지네요 
5169,10,1회 조조로 봄 정말 재미있게 감동 받으며 봤어요^^ 배우들의 연기도 좋았구욤 2탄 개봉 기다리는 1인!
5170,8,웃다울다 반복하고왔어요 삶을 되돌아보게되었어요
5171,0,이것도 영화냐?
5172,10,평점 처음씀!! 눈물 쏙 빼고나옴ㅠㅠ 수건챙겨가세요 부모님께 잘합시다 삶을 되돌아보고 얼마나 많은 잘못을 했는지 돌아보는 영화!!! 전갠적으로 명량보다 강추!!! 웹툰만화 안보셨음 보세요♥
5173,8,볼만함
5174,10,"cg는 좀 아쉽지만, 재미있어요. 깡패영화 그만ㅠ"
5175,7,판타지 만드느라 노력이 가상해서 7점주마
5176,10,
5177,0,
5178,9,
5179,10,"웹툰 신과함께를 워낙 재미있게 봤기에 영화가 완성되기를 손꼽아 기다리던 중, 원작과는 다른 스토리와 인물에 황당해하다가, 결국 오늘 보고 왔습니다. 첨엔 너무 신파적 스토리와 대사에 어색함을 느꼈었으나, 배우들의 열연에 빠져들어 맨 마지막엔 눈물 쏙 뺐네요. 하정우씨, 이정재씨의 멋진 음성, 주지훈씨의 훌륭한 외모, 지옥마다 특색있는 건축물와 의상 등도 좋았지만, 맨마지막 남동생(김수홍)의 연기에 찬사를 보내고 싶습니다. (그래서 심파임을 알면서도 눈물이 줄줄나온 듯.. ㅜ.ㅜ)첨 보는 배우분이라 누군지는 모르겠으나, 앞으로 좋은 연기자가 되시길 기원합니다."
5180,5,별로...
5181,10,이렇게 한국 영화를 재밌게 보는 건 처음 입니다.스토리도 탄탄하고 한국에서 이런 영화를 만들다니 정말 대단했어요.또 보고파요.
5182,10,올만에 극장갔는데 이렁게 눈물쏙뺀 영화는 처음인듯
5183,0,유치함...  하..
5184,10,
5185,10,"완전 재밌어요 ㅜㅠ 영화관에서 봤는데 엄청 울었답니다 ㅠㅠㅠ 슬픈 부분도 있었고, 웃긴 부분도 있었습니당!"
5186,10,또 보고싶음..
5187,10,
5188,8,ㅎㅎㅎㅎㅎ여친은 3점 주고 싶대요 ㅋㅋㅋ
5189,10,
5190,10,또보고싶다.역대급
5191,10,어째든 잼났음....눈물 주의! 남자들도 울 줄 알더라능~~
5192,0,....돈아까워서 너무 슬펐음
5193,8,Cg가 살짝 부족하지만 이정도면 뭐
5194,9,내용도 탄탄했고 보는동안 아슬아슬 하다가 감동적이기도 하다가 약간의 웃음도 나오고 결론적으로 화해의 영화라 좋았습니다.하정우씨 넘멋져용^^
5195,7,정말 만화보는 느낌이네요. 차사의 캐릭터가 만화의 캐릭터와 꼭 닮았네요.
5196,10,
5197,1,"연기들도  엉성하고,  그좋은 작품을 그정도밖에  연출못했나 아쉽다 감독도 일부 조연배우도"
5198,10,진짜 재미있다 마동석 나오는 2편도 무조건 본닷
5199,6,"울다 웃다,,,결론은 죄짓지말고 살고 부모에게 효도합시다,,로,,마무리,,"
5200,1,중학생이 각본쓰고.초등생이 보는수준.
5201,6,그냥킬링타임용
5202,9,약간 유치한것도 있었으나  울다웃다  재미있게 봤음요  cg는 확실히 옛날보다 좋아짐  난 가볍게 볼수 있는 영화라 좋았음
5203,10,나는 재미있게봄 뭔가 감동도 있고 원작 기대하고 가면 안됌 
5204,8,cg수준은 아직이지만 앞으로의 발전이 더 기대됩니다. 나름 스토리 좋았습니다.
5205,4,
5206,2,원작이랑도 너무 다르고 cg..진짜..ㅠ하 아무 기대도 안하고 보면 그냥저냥 볼만할수도..? 추천은 아니고ㅎ
5207,8,잼있게 잘 봤습니다~~
5208,8,신선하네요.
5209,8,우려는 기우였음
5210,0,욕나온다.보다짜증폭발..이게영화냐!
5211,1,신파 스토리에 CG보라고 하는건지 참 나. 쩝쩝
5212,1,정말 시간 아깝습니다. 배우들이 아깝네..관객수에 현혹되지 마세요..1점도 아깝습니다.
5213,10,나름 재미있다. 후속작 기대
5214,9,생각보다 cg효과도 괜찮았다. 볼거리 풍성. .카메오도 굿
5215,6,스토리도 영상도 배우 연기도 좋았음 단지 좀 지루했음
5216,10,잘봤어요 
5217,10,진짜 재밌게 잘 봤습니다
5218,9,재밌게 잘봤어요.
5219,9,삶과 죽음사이에 많은 생각을 하게되네요 좋은 영화입니다
5220,1,매스컴에서 떠드는 관객수에 현옥되지 마세요. 올해 본 영화중에 재미없는 영화 5걸안에 드는 영화입니다.  쓸데없이 시간낭비 하지마세요. 돈이 아깝습니다
5221,10,웃음과 감동 볼거리 다 만족 시키는 영화였습니다
5222,9,원작을 못봐서인지 영화 잘 봤습니다. 지루하지 않았고 사후세계를 보면서 자신을 반성했습니다. 이승에서 잘살자.
5223,10,너무 감동이었어요ㅠㅠㅠㅠㅠㅠㅠ 자 여러분 악플만 달아도 지옥갑니다.
5224,9,괜찮은 영화입니다. 눈물샘도 적당히 작하고. .유머도 적당히 있고. . 잘하고 살아야지!
5225,10,
5226,10,졸잼
5227,10,계속 울음 클라이막스에 우리 어머니 생각이..
5228,8,니가 성주신이냐?
5229,10,
5230,7,사후세계에대해 생각해볼수있었다
5231,7,김차홍
5232,9,
5233,9,
5234,4,
5235,10,신파도 개연성있고 짜임새 있으면 나쁠건 없지
5236,1,"원작웹툰보고 진짜 기대했는데 원작을 개박살내고 캐릭터도 없었음,,,,,,,,,, 해원맥이랑 강림은 그냥 주지훈 하정우였다 내용전개도 너무 어색했고 대실망이었다 존나그냥 실망 원작을 이렇게 박살내버리다니.... 안타깝다 한국영화 특유의 감성팔이도 너무 눈에보였음 "
5237,7,
5238,8,우리 영화 잘 만든다 이제 헐리웃에 그대로 수출도 가능하겠다 ^^
5239,10,"스토리는 이미 알려진 한국적감성을 바탕으로 전개되는 영화로 진부한 면도 있지만 아직 아무도 시도해보지 않은 인간사후의 세계를 영화의 주된 스토리로 설정한 영화라서 신선했고 cg도 헐리우드에 도전장을 던지는 한국영화의 첫걸음작품이라고 보며 후한 점수를 받을만함, 10여년전에 심형래의 '용가리영화-디워'에 비해 cg면에서 엄청 발전했음, 2007년 '디워'도 나름 잘만들었다고 보여지나 부분적으로 부족하여 헐리웃영화도전에는 미달이었으나 그간 심감독님도 많이 고심노력연구하셨을테고 '디워 2' 900억원 중국투자자가 나왔다는데 사드도 해결됬고 심형래의 '디워2' 기대해 봅니다 굿럭~"
5240,4,원작의 반만 따라가도 별 3개는 줄텐데...
5241,10,최고!!!
5242,10,
5243,10,"평점이 왜 이렇죠? 감동,재미,액션까지 최고인데"
5244,5,신과 함께 잤습니다.
5245,3,어떻게든 울려보겠다는 강한 의지가 느껴지는 그저그런 결과물.
5246,10,한국영화중 최고였다  cg부터 스토리까지  완벽한영화 큰감동과 재미를 선사하는 영화!
5247,8,
5248,10,생각보다 재밌네요~~
5249,10,아 울었네...
5250,10,돌아가신부모님 생각이나네요
5251,10,
5252,5,과도한 신파는 물론 간혼 치는 개그 역시 노잼
5253,10,마지막에 너무 슬퍼요ㅠㅠ 근데 진기한이 없어도 영화는 정말 재밌어요!
5254,10,엄청 슬퍼요 ㅠ
5255,10,
5256,10,원작을 재밌게 봤던 사람으로서 이걸 영화로 어떻게 살릴지 걱정했었지만 정말정말 재밌었고 마지막에는 펑펑 울었습니다. 중간중간에 신과함께 다음편?에 대한 깨알 캐릭터들이 나와 재밌기도 했구요 영상시간이 길었지만 결코 시간이 아깝지 않은 영화였습니다!
5257,10,재밌습니다. 삶과 죽음에 대해 생각하고 용서와 화해에 대해 생각하게 해 줍니다...  무엇보다 있음직한 문제에 대해 돌아보게 합니다. 스릴도 넘치고요..  주변 사람들에게 추천해도 괜찮겠다는 생각입니다..
5258,2,2점이 적당
5259,3,처음으로 두번 졸았던 영화
5260,10,오늘 봤다가 울고 온 영화..
5261,10,초중반 에는 별 재미를 못느끼는데 후반가면 진짜 눈물 콧물 다 빼게된다
5262,10,"너무 재밌어요.. 4학년, 6학년 아이들과 함께 봤는데.. 애들도 펑펑 울더라구요.. 감동이었어요~~^^"
5263,10,펑펑 울리네요.. 최고입니다
5264,1,진짜 노잼.  돈 낭비하려면 보세요
5265,10,난생 처음 영화관가서 영화보고 울었네요. 뒤로 갈수록 압권입니다. 초반은 좀 갑자기 시작하는 느낌으로 좀 그랬는데요. 뒤로 갈수록 가슴찡하고 눈물 콧물 나네요. 어느 순간 눈물이 흐르는 제 자신을 발견했습니다. 
5266,8,
5267,9,
5268,0,신파극복못하면 보지마세요 사람을 너무 계몽시키려는데서 왕짜증
5269,7,
5270,9,초등4학년아들과 함께봤어요ㅡ요즘 조금씩  반항하기 시작하는데 영화보고 너무너무 공손해졌어요^^ 사춘기시작되는 아이들과 함께 보세요ㅡ
5271,0,좋은 소재를 망쳐 놓은 영화. 학예회 같다.
5272,4,신파가 너무해..  차태현은 역시 그대로고 차라리 강철비 강추
5273,7,나이가 들수록 신파에 눈물이...나도 10년전에는 이런영화 깟다.
5274,9,영화 끝나고 어머니한테 바로 전화... 주지훈 웃기고 하정우 역시 연기 멋지다...슬프고 웃기고...조금 지루한면 있지만 괜찮아요... 여기저기서 훌쩍..착하게 삽시다~
5275,10,웹툰도 재밌게 봤는데 영화도 요소요소 큰 반감없이 잘 살려낸듯합니다. 너무 슬펐어요
5276,10,ㅠㅠㅠㅠㅠ재밋고 감동적
5277,8,역시 정우성이 주연이라 흥행을 받쳐주네요. 하정우나 차태현도 이 참에 잘 배웠으면 좋겠네.
5278,9,너무재밌구요. 배우들이연기를너무잘해서 감동적이였어요 이정재역시잘생김
5279,0,지인이 재미있다고 그렇게 칭찬해서 봤는데.. 이거 완전 클레멘타인급.. 10점 줄라다 참음
5280,5,
5281,10,너무 재밌었는데 평점에 0점이나 낮게 준 사람은 혹시 개신교인인가요? 신을 안 믿어도 착하게 살면 된다는게  불편했던건가
5282,10,
5283,9,초반엔 넘 유치한거아냐? 중후반 빠져드네요. 후반부에선 눈물도... CG도 우려했으나 생각보다 괜찮았습니다
5284,2,350억 짜리 '불효자는 웁니다' ...7번 방의 선물이 좋았다면 반드시 강추!!  아..... C
5285,1,내생에 제일 재미없던 영화..배우보고 기대했는데 너무 유치
5286,10,
5287,8,상남자도 울리네
5288,10,
5289,10,
5290,1,한마디로 재미없음. 
5291,7,CG가 많이 우려됐는데 나름 괜찮네. 어머니 연기 좋더라
5292,8,"잘 만들어진 놀이동산에 다녀온 느낌. 볼거리, 즐길거리가 풍성하다"
5293,10,좋아요 
5294,9,많이울었음ㅜ ㅜ
5295,9,전체적으로 모든세대가 볼수 있도록 각색한거 같네요. 전반부터 중반까지 긴장감있게 잘 끌고 간거 같으나 마지막에 감독님이 머리가 좀 아팠을거 같네요.  주인공은 차태현이네요. 하정우가 아니라.
5296,2,영화보다 졸았다. 중간에 나가는 사람도 여럿 이해못할 설정 터무니 없이 남발한 CG 고생한 연기자 분들이 넘 이깝다.
5297,6,"전개가 조잡해서 집중도가 떨어진다. 다만, 사이사이에 신파극으로 겨우 이야기를 끌어가 무난하게 마무리를 끝냈다는 것에 만족. 돈이 아까움. 집에서 봐야 할 각."
5298,2,차태현  믿고보는 배우였는데 왠일인지 이번에는 처음부터 끝까지 멍때리기 신공
5299,10,이런게 영화지!
5300,2,"만화 원작 본 관람자로서 불호!!!!! 원작은 평범한 소시민들의 사후를 다루고 있는데, 극빈층 억지 신파로 둔갑. 명불허전 L배급사의 유수한 망작들 중 최신작 되시겠다. 좋은 배우들 데려다 연기력 남발 시키고, 맥락없이 CG 남발하고, 켸켸묵은 개그코드 남발한 남발 3종 세트까지.. ㅉㅉㅉ"
5301,10,
5302,7,"웹툰과 비교하며 보는 사람들에겐 정신만 없고 별로일 수 있겠지만, 웹툰을 내려놓고 보면 영화는 영화 나름의 볼거리와 재미가 있다.. 다만, 시리즈에서 신화편이 빠진다는 것이 아쉽고.. 아직 우리나라는 반지의 제왕 같은 대작 스케일로는 안되는가 싶은 안타까움..?? 꼭 한 편에 하나의 스토리를 완결시키려는 강박이 있는 듯 넘 우겨넣은 느낌은 쫌...ㅠㅠ"
5303,10,명품연기들
5304,10,
5305,10,재미남 나름의 교훈도 있음
5306,1,공산국가나 독재국가에서 하는 국민계몽영화. 카메오로 나오는 쟁쟁한 배우 찾는 재미밖에 없었다. 감독은 뭔 빽이 있어 그 우명한 배우를 한 영화에 다 캐스팅했나?
5307,10,
5308,0,
5309,9,아이들과 같이가서 재미있게봤어요^^ 중간에 아 주살~짝 루즈해지는 느낌때문에 별반게 뺐습니다 ^^ 역시 염라대왕 멋져 ~~~
5310,7,어머니 역으로 나오신 분의 내면연기 최고였어요~!
5311,10,
5312,1,억지설정으로 개연성파괴되고 등장인물한명한명 캐릭터만강하고 돈너무아깝네 기대했는데
5313,10,
5314,10,
5315,7,
5316,10,만화보면서  펑펑  울고 영화 보면서도 울었어요 남편도 혀 깨물고 참다가 막 울더라고요 수홍이ㅜㅜ
5317,7,웃다 울다 했어요  재미게 봤습니다
5318,10,
5319,6,울긴 많이 울었는데.. 참 너무 뻔한 신파다
5320,10,연기 다들 너무 잘함
5321,8,잼  있어요
5322,9,부모님께 지은죄가 많아 그런지 보면서 대성통곡함
5323,1,이게 영화냐??  집에서 뉴스보는게 더 재밋다
5324,10,"원작은 잘몰라요. 영화보면서 웃었고.. 울었다가, 다시 웃었어요~ 참 재미있게 잘봤고 제2탄도 있는거죠?"
5325,9,원작에 비할바 아니나 전달하고자 하는 이야기가 너무 크게 울린다
5326,8,재미있네요. 컴퓨터 그래픽 쪄내요.감동도 있고. 등장인물이 다음엔 누가나올까 궁금해하며 보는 재미도있고 라스트씬에 ㅋㅋㅋ
5327,9,교훈과 재미 둘다 빠지지 않는 영화임. CG도 볼만하였고 특히 김동욱씨 연기 너무잘함! 마지막에 어머니에게 울면서 이야기 하는 장면은 압권이었다.
5328,9,재밌다.
5329,10,원작이랑 다르다고 안볼만한영화아니고 충분히 재미있다
5330,10,"17년 영화 중 으뜸. 소방관의 애환, 가난과 질병태문에 삶을 포기하려는자, 이기심으로 입을 닫은자, 관심사병의 문제 등 사회부조리를 종합적으로 가미했어도 상큼한 카타르시스를 선사하는 영상미! 대작의 느낌이 아닐까? 검-경찰 수사 대상이되는 자는 물론 일반인에게도 강추"
5331,0,또하나의 용가리
5332,9,메시지가있어서좋네요.염라대왕의마지막발언이마음에서울리네요진심으로용서를빌고진심으로용서를받는극소수에대한발언.영화보면서눈물흘린것이얼마만이지?.완전한자는1명도없지요실수하고상처주지만용서룰구하고개선하는것이인간의인간다움이아닐런지.
5333,9,좋았어요!!
5334,5,영화의 메세지는 분명히 뭔지 알겠는데...사후세계의 지옥관문을 화려한 영상미로 잘 표현한 판타지물은 맞는데... 뭔가 부족한데 그게 뭔지 곰곰히 생각해보니 차태현의 인생스토리가 너무 진부했어...
5335,10,
5336,9,착하게 살아야겠다는 생각이 들고 내 삶을 다시 돌아보게 된 영화다. 마지막엔 진짜 오열했다. 
5337,10,인생을 돌아보게되서 좋고 감동적이여서 좋고 개성있는 인물들 좋다.
5338,2,너무 지루했어요
5339,10,"내인생을 다시한번 돌아보게하는 영화. 배우들 다 열연으로 울다, 웃다. 최근 본 영화 중 으뜸이라 최고점."
5340,10,
5341,10,만족스럽다 정말 만원이 아깝지 않은 영화. 배우들도 연기를 잘하고 특히 도경수 배우의 앞으로가 기대된다. 아이돌이라고 들었는데 아이돌이란게 느껴지지 않을만큼 잘 소화해냈다. 배우들이 중간중간에 코믹한 장면들도 많이 만들어내서 재미를 더했다. 2편도 기대되는 영화이다.
5342,6,우리나라 판타지의 시작을  알리는 듯한 영화... 영상미는 생각보다 좋았다. 그래서 6점.  하지만 신파 영화만들기 위한 슬픈 가족 선정...  이래도 안울꺼야? 라는 식의 스토리 전개....  효도가 뭔지도 모르는 이야기...  그래도 우리나라 판타지의 서막이 시작된게 아닐까 기대하게됨
5343,10,형제간의우애.부모의사랑 어머니의 큰 사랑. 살아온삶을 들여다보는 어떤 힘! 올해 최고의영화
5344,10,
5345,10,
5346,10,가족끼리 재미있게 보고 왔습니다. 감동도 있고 우리나라에서도 이런 영화를 만들 수 있다니 놀랍네요. 2편이 기대됩니다^^
5347,10,
5348,1,"3단계에서 울었어요....ㅠㅠ 앞으로 4단계나 더 남았다는걸 알고 통곡할 뻔 했어요....ㅠㅠ  내가 이상한건지, 네티즌들이 알바인건지 보는 내내 의심만 했네요.."
5349,1,좀 실망...
5350,0,눈물샘이나 자극하는 한국영화의 한계다.  용화형은 시나리오 작법서부터 다시 공부 하셔야겠다.  스크린독과점이 빛을 발하는구나~
5351,5,울긴했는데 남는건없네
5352,3,어린이용 드라마. 이런 영화에 주연급배우  줄줄이 카메오로 나온것이 아까움. 웬만하면 평점에 후한 스타일인데.. 중간에 나오고 싶었음. 별3개는 차태현 하정우 이정재가 좋아서 하나씩준거임
5353,7,과도한cg가 스토리를 잡아먹어 버렸다 그래서 중간에 지루했다 원작의 스토리를 살리지 못한것이 아쉬웠다
5354,2,억지 눈물 5분 없었으면  욕할뻔 CG만 좋은 영화 비추
5355,1,죽으면 흙으로 돌아간다. 저승은 무슨 개떡이냐.
5356,0,
5357,1,"영화전반부는 어이없고 유치하고 뛰쳐나가고 싶었던 영화. 후반부는 CG가 볼만하지만 끝까지 유치하고 눈물로 호소하는 영화. 출연한 주연, 조연배우들의 연기가 억지스럽고 너무 어색한 영화임....   착하고 가난하게 살다가 어이없이 죽게되는 것도 원작의 내용이나 너무 답답하다."
5358,5,"원작이 탄탄해서 그런지 시나리오는 좋은듯했지만, 대사마무리나 연결성, 웃음포인트는 2000년대 스타일로 느껴짐 자신도 모르게 감정몰입되는게 아닌 장면으로 눈물은 만들어내어서 카타르시스를 못느끼고 오히려 기분이 나빠짐"
5359,6,연말 콧물.눈물 억지 신파에 빠져 봅시다 ㅋ
5360,1,"최악  연기들도 죄다 오바스럽고, 억지 신파... "
5361,10,진짜 스릴넘치고 내용탄탄한 영화~ 어제 심야로 보고왔는데 강추입니다
5362,9,
5363,10,
