,ratings,comments
960,10,
961,1,"스토리는 촌스럽고, 후반 눈물씬 없으면 1점도 아까운 영화.  무협액션은 최악, 몸으로 하는 코미디 수준.."
962,7,끝부분에 이정재가 차태현을 혼내키는 장면에서 울컥했네요...중간의 지루함과  신파만 아니었다면 10점인데  어딘가좀 2프로 부족한느낌.. 그래도 깨우침을주는 영화라 재밌게봤음..
963,10,재미있게 잘 봤어요.  빨리 8월이 왔으면 좋겠어요. 좋은 영화 감사합니다_ 
964,8,"인과응보, 권선징악은 자연의 섭리이니 죄짓고 살지 말자는 헬조선에 주는 교훈. 역시 엄마 얘기는 어디다 갔다 붙여도 눈물샘 자극.."
965,9,
966,7,김동욱 연기 잘하네요 어찌나 가슴이 아프던지.. 대성하시길..
967,10,정말 눈물을 많이 쏟었던거 같아요.정말 재미있어요.이 영화 찍는데 정말 힘들었을꺼같아요 정말 좋은 영화 보여주셔서 감사합니다.예매 순위 5위 정말 추카 합니다. 근데 마동석님..마지막에 무슨역할인지 모르겠네요...
968,1,원작을 망친 영화 ㅠㅠ
969,9,재미있었어요
970,1,어린이용으론 좋을것같습니다
971,2,보다가 중간에 나옴
972,10,영화 모든 장면 너무 좋았던거 같아요
973,5,
974,4,기대에 못미치는ᆢ
975,6,코코보기 전에 별점 줬으면 8점 줬을텐데ㅋ
976,10,굿
977,10,
978,8,권선징악.. 잼있네
979,6,게임장르에 신파가 생겼네?????
980,10,
981,10,
982,10,보름전에 한번보고나서 여운이 남아서 어제 다시 한번더 봤는데도 감동의 물결입니다.
983,7,한국형 신파극의 발전
984,9,매우 좋아용. 눈물샘 자극 영화 추천합니다. 보시면 후회 않해용.
985,7,
986,6,
987,5,뻔한내용
988,8,
989,8,기대감없이 봤던 탓인지 잼났음
990,1,너무  지루함   
991,1,이런 영화가 어떻게 100만을 넘었을까..cg도 그렇고...어서픈 감동도 그렇고..맨 마지막 엔딩은 뭐냐..2부라도 만들겠다는건지.. 대충 이름 있는 배우들 동원해서 대충 만든 영화..
992,10,너무 감동적이뮤ㅠ
993,10,
994,5,만화책 내용은 없네요 한편의 에피소드? 인가 봅니다. 부모님이랑 같이 봤는데 마지막은 눈물 짓게 하네요. 스토리는 좋은데 내용은 쿵쾅쿵쾅..... 뭐랄까 정신없었어요 ^^
995,9,볼매였어요~~
996,2,별로였어요 지루하고 애들 장난치는 거 같은 내용이였어요 개그코드도 별로고 심각한것도 아니고 그대신 씨지기술에 눈요기는 했네요 
997,10,너무 재미있었드..완전 짱임
998,10,
999,7,
1000,7,이번영화는 아이들과볼수있어서좋았지만 중간중간에 지루함이느껴졌네요
1001,8,예전에 해운대 천만이래서 보고 실망했는대  이번에 별기대 없이 봤는대 .볼만 합니다 cg발전 많이했구요 .. 
1002,10,우리 한국 영화의 CG 기술이 이렇게 발전했나 깜짝 놀란 작품 스토리 구성 및 배우들의 열연 올 겨울 가족과 함께 볼 수 있는  강추 영화   하정우 멋짐.
1003,10,집사람 생일에 최고의 영화였습니다 보는내내 눈물과 재미가 함께였고 영화로 하여금 행복을 느낀 하룹니다  감사합니다
1004,10,정말 제가 본 영화중 괜찮은거 5개 뽑으라면 포함!!
1005,0,“따라불러 나때문에 절망이다 관심병사 원동연 “ 너는 병신새끼다를 우회적으로 강요하는 형 장례식장에서 부터 농아자 엄마한테 매일 틱틱대는 모습보고 쓰레기 고참인 줄 알았더니 좋은 고참이라네...그리고 조증환자처럼 굴더니 뭐했다고 이놈도 귀인이래 중위가 중령에게 협박죄로 고소하겠다질 않나 그런데 마지막 판결을 제외 엄마는 농아자에서 아자로 됐다 다시 농아자로 하는 장면을 나만 눈치 챘나?  밥솥 막판 판결 이야기흐름 개연성 시지 깔건 엄청 많은데 이딴 쓰레기 보는 데 시간투자한게 좆같아은데 비판 하는데 시간도 투자하기 싫어 여기서 끊는다 -다른 작품성있는데 홍보 부족해서 흥행 망한 감독들 보기 미안하지도 않냐 ㅉㅉ -
1006,5,생가보다 별루 보다가 졸기도하고 지루함도 있었어요
1007,10,
1008,8,영화 스토리보다는 가슴을 울리는 가족애를 보여주네요
1009,10,
1010,1,내가 평생본 영화중 최악의 영화! 졸다가 짜증나서 나온경우는 처음임
1011,3,너무 신파로 갔네... 그닥 재미있는 것도 아니지만 컨셉은 신박하다.
1012,8,평범한 가장 아빠 큰아들 형으로서 차카게 살자 싶은 마음이 들도록 부추겼다.  
1013,10,
1014,3,그래픽은 최고인데 내용은 꽝~~ 특히 배우들과 매치가안되 보는내내 내가 다 미안하데요 그냥 웃김~~~~ 우리나라에서 자주보지 않은 그래픽이라 호기심에 많이들 보지만  왜국가면 우리나라 영화 욕먹기. 딱일듯 하여튼 잘봤음
1015,8,그래픽은 중국영화보다 뛰어남.. 재미있음... 착하게 살아야겠다는 생각이 들었음
1016,10,정말 재미 있어요
1017,1,제발 정말 제발인데   관객수와  작품성은 별도로 분류해라   망한 감독들 이영화 보면 아마도 소주먹고 관객저주할꺼다  0점은 현실성 없어보이니 1점준다 
1018,5,심난하다. 1천만이라;;;;;
1019,10,신과함께 재미있습니다 저는 저저번주에 봤는데요 저는 재미없으면 얘기도 안꺼내는데요 정말 재미있습니다 강추합니다
1020,10,재미.감동. 사랑.  모두 베리 굳
1021,10,
1022,10,
1023,10,감동적임 꿀잼
1024,10,완전 감동이고 재미있었어요 신과함께 2도 기대되네요
1025,7,
1026,6,"조금 답답하고, 내용은 너무 단순하고... 그래픽은 괜찮고... "
1027,10,초등학교5학년되는딸과재밌게관람했어요~눈물이어찌나나던지..생각하게하는영화였어요!!
1028,10,
1029,7,만화가 원작인데 ㅋㅋㅋ어쩔수 없지 뭐 난 충분히 재밌게 봤는데 
1030,10,사후의 세계를 생각할 수 있도록 기회를 주는영화
1031,2,
1032,10,..
1033,10,
1034,10,.
1035,10,ㆍ
1036,10,별 기대안하고 봤는데 개인적으로 재미있게 봤음.
1037,4,.
1038,8,
1039,5,무슨 만화영화인줄... CG처리가 너무 많이 되서 사실감 떨어지고.  역할 배정이 잘못된 것 같은 부분도 더러보이고..좌우지간 소문난잔치에 먹을것 없었다고 생각합니다.   
1040,9,개인적으로 재미있다 재미보단 정상적인 가정에서 자란 사람이라면 감동적 이어야 할듯. 초5 딸 중3 아들 집사람 그리고 본인 모두  눈물 흘림 재미없다는 사람은  인성에 대단히 문제가 있다고 믿어 의심치 않음 정서가 메마른듯. 아카데미상은 못받지만 인간사 정서함양에 도움됨
1041,7,평범함 속에 감성을 자극하는 영화. 김동욱의 연기가 가슴 절절하게 녹아 들어있는 이야기. 정말 잘 보았습니다.
1042,10,"제가 뭔지 모르고 봤는데 처음을 보니까 아!!코미디구나 라고 느겼거든요 근데 갈 수록 슬펐고, 배우들이 다 연기를 잘해서 아주 재미있었어요"
1043,8,배우들의 케미가 잘 어울려 영화보는 내내 즐거웠고 초반의 CG가 좀 웃겼지만 뒤로 갈수록 괜찮아져서 무난하게 볼 수 있었던 것 같아요 감동적이기도 하고 ! 그렇게 막 재밌다는 아니었지만 좋은 영화였던 것 같아요 다들 연기도 잘하시고 !!
1044,1,억지 신파극... CG를 제외하곤 한국 영화 수준을 한참 뒤로 돌렸다.
1045,9,꿀잼~ 스토리도좋고 
1046,10,"영화를 보는 내내 재미+감동+슬픔+기대+설렘을 계속 느꼈어요. 다음은 어떤 대왕님이 나오실 까 궁금증이 생기기도 했고, 신선하고 즐거웠습니다^_^"
1047,3,초반엔 사실적이고 재미있었는데
1048,7,"잘 구성된 영화. 내용도 인기가 있을 이유가 있음. 단, 가난에 허덕이는 개인들의 미덕(근면, 정직 등)에만 집중하는 것은 불편함. 왜 가난한 사람은 고통받으면서도 올곧아야 하는지? ""아무도 안 도와줬다""고 하는데, 그것을 이겨낸 개인의 희생담으로 마무리되는게 좀..."
1049,9,나름 신선했음
1050,10,평점이 제대로 나왔으면 난 9점이상10점정도 근데 당신이야기가 2%야 3% 야 당신은 쓰레기아님  천재  아무것도 아님 대세로 갑시다 다 좋다고하는데  나만 싫어 왕따니 천재니 공감안되지 자식낳을 나이되면 만약났다면 당신들같은 공감대 형성안됩니다
1051,6,이게 천만이상 볼 영화인지 의심!  솔찍히 나도 울었지만 그닥 추천하고 싶지 않은 영화! 2는 안볼것 같다.
1052,8,
1053,1,내가 특이한거야  재미도 재미지만 개연성이 너무 없어....
1054,9,ㅎ
1055,0,ㅠ
1056,1,"이영화가 천만을 돌파하고 전부는 아니지만 다들 잘만든 영화라고 평가하는데서 나는 디워의 추억이 떠오른다...그때도 디워 재미없다고 하는 나만 이상했지,,,초반에는"
1057,10,처음으로 두 번 본 영화! 하정우씨 좋아해서 봤는데 김동욱씨도 존잘 ㅠㅜㅠ 영화 넘나 슬픔 ㅠ
1058,10,감동받아서 두 번 봤어요^^ 
1059,10,나는 이 영화를 두번이나 봤는댕 존잼!  하품에 재미가 없다는 분들은 예고편 좀 보고오지 그리고 우리보단 다른 샮을 살고있나봄ㅋㅋㅋㅋ
1060,10,엄청 재밌게 봤는데 왜 평점이 이런거쥐..ㅡ
1061,10,좋아
1062,10,엄청난노력을한것이다보일정도로 너무나도 좋았던 영화였다 배우님들이 전부 대단하신분들이 찍으신만큼 실망스러움이 없던 영화였다
1063,1,이게..영화냐.잠잘잤다.
1064,10,아주좋음 근데넘나슬픔
1065,10,
1066,10,"갠적으로 인생영화 베스트 3중에 탑, 판타지를 좋아하는것도 있지만 배우들 케미랑 해원맥 캐릭터 진심 주지훈이랑 찰떡이고 강림 하정우도 최고시다. 덕춘이 캐릭터에 김향기도 너무 귀엽다♡"
1067,1,작위적이고 교조적이다.
1068,8,눈물 흘리면서 봤다는 말에 설마하면서 아이들과 보러갔는데 나도 모르게 눈물이 주르륵 ㅠㅠ 아이들과 함께 보길 잘 한것 같아요 요즘같은 세상에 나 자신을 다시 되돌아 보게  되기도 하고요
1069,10,영화랑 웹툰이랑 따로 생각하면 좋겠네요 2시간 동안에 다 담는건데 웹툰내용 그대로 따오는게 쉽나요...영화랑 웹툰이랑 똑같아도 욕할거면서 영화 나름대로 각색해도 욕하고;; 저는 정말 재밌게 봤던 영화입니다. 배우들 캐스팅도 좋았고 한국cg기술 진짜 대단해졌더라구요!! 
1070,2,공감도 안 되고 재미도 없고... 열심히 만든(CG 등 후작업한) 거랑 김향기 귀여워서 별 하나씩 줌.
1071,7,
1072,8,
1073,10,
1074,2,여친과함께 푹 자다가 나옴 49재에 대한 설명이 너무 빈약함  
1075,6,sf판타지 오즈의마법사2
1076,8,"감독은 상업영화 트렌드에 최적합화 된 인물이다. 엄청난 결과를 만들고 있고, 엄청난 역사가 기록 될것이다. 영화사에 기록 될 새로운 얘기들... 대단하다.  머리에 대한 집착은 이제 그만 버려"
1077,1,인생 최악의 영화 보다가 나옴
1078,9,한국영화가 이 정도로 발전했나..생각하며 너무 재미있게 봤네요 실망하신분들도 더러 있는거같은데 개인적인 거니까요 전 엄지척이었네요~!^^
1079,10,즐겁고~ 여운이 남는 감동적인 영화네요
1080,9,태극기휘날리며 이후로 인생영화였습니다. 두번째봐도 감동이 ㅜㅜ
1081,10,권선징악! 효! 우애! 감동까지 모든게 함축되어 있는 영화. 인생작일 만큼 최고
1082,10,"잼있좋...^.,^~"
1083,10,개인적인 일로 나에게 마음의 안식을 준 영화.. 감사하며 봤다
1084,8,2시간 30분 지루함없이 봤다. 웃음 눈물 집중도 의아함 아쉬움 다있다..... 주지훈의 연기가 가장 아쉬웠을뿐
1085,8,"배우들 연기 가지고 뭐라 하는 사람들 있는데 배우들 연기 나쁘지 않았음. 몰입에 방해된 적이 없었으니 연기가 딱히 거슬리지 않았다는 것임. 비쥬얼은 아주 박수 쳐 주고 싶을 정도. 이제 한국 영화도 이런 비쥬얼을 만들어 낼 수 있구나 하는 자부심!!!. 그런데 스토리 라인이 좀 아쉬움. 혹자는 신파로 몰고 간다고 뭐라고 하는데 신파 자체는 나쁘지 않았음. 오히려 신파가 부족한 스토리 라인을 살린 느낌. 진짜 스토리 라인은 앞으로도 많은 노력이 필요할 것 같음. 원작하고 내용이 달라져서 뭐라 하는 게 아니라, 중간 중간 이게 앞 뒤가 맞나? 하는 의구심이 들게 되면 몰입감을 방해할 수 밖에 없는 것임. 똑같이 지어낸 얘기이지만 스타워즈에 열광하는 이유는 적어도 그 영화 내의 세계관에서 만큼은 딱히 의구"
1086,3,정말 1시간 남겨두고 나왔다. 하배우 빼고는 연기력을 키워라. 애들이랑 마눌은 다보고 나왔지만 재밌다기보다는 울고 나온 얼굴로 그냥 soso란다.
1087,1,재미없어요
1088,10,
1089,10,넘나 재밋엇어요
1090,10,재미와 감동 모두!!!
1091,1,그닥
1092,9,"중학생 아들이랑 관람 무척 재미 있었음,. 전체적인 개념을 이해 못해서 재미 없는것 같아요 영화를 본후 아들에게 성주신이 무엇인지 아냐고 물었더니 모른다고 해서 집지키는 신인데 마동석이 성주신이라 너무 세서 저승사자가  불러도 안 일어 난것라고 설명해 줬더니 나중에 나오면서 웃었슴. 우리 아들 영화보고 말 쬐금 잘들을라고 하는것 같음.....ㅎㅎ"
1093,5,김동욱 연기만 보인다..
1094,9,
1095,3,대박친 영화치고는 너무 허술한 면이 많네요.
1096,10,
1097,10,
1098,10,슬퍼요
1099,10,
1100,10,웹툰을 보기 전에 봐서 그런지는 몰라도 정말 지루할틈 없이 감동적이고 재밌었음
1101,4,혹시나 역시나 적중...하품만 ㅜㅜ 코코 볼껄 말못하는 엄마는 안스러웠고 죽은 동생연기는 볼만했음.
1102,10,"CG, 스토리 완전 감동먹은 아줌마에요.. 돌아가신 아버지 생각에 눈물이 나네요.."
1103,2,집에서 비디오로 봐라. 시간 아깝게
1104,8,CG기술이 우리도 이제 엄청나구나 히고 봤네요..
1105,4,원작이랑 차이가 나는건 어쩔 수 없는데.. 개인적으로 검사 변호사 구도는 너무 맘에 안들었다. 
1106,1,살다살다 이런 쓰레기영화가 천만을 넘는걸 다 보네 내 인생 역작이었다 쓰레기
1107,7,별루...
1108,1, 400만이면 이해되는데 1400만은 진심 이해안됨 애들영화에 자살장면이라니 걍 이방인이나 미우새볼걸 시간돈아까웠다
1109,10,
1110,9,재밌네요
1111,3,감동이 없는 영화 
1112,8,전반적으로...무난했던 느낌 아주 큰 재미를 느끼지는 못했지만 어머니와 아들의 코드는 언제나 찡하다 
1113,9,와.. 난 죄를 얼마나 많이 진거냐? ㅠㅠ 이 신과함께를 통해 착하게 살아야겠다... 그리고 슬프기도 하구
1114,10,감동 꿀잼
1115,10,
1116,10,존잼
1117,7,만화책 보고 나서는 착하게 살아야겠다 싶은 감명이 있었는데 영화보고 난 느낌은 그냥 한편의 환타지영화를 본 느낌.
1118,5,뭐 일각에서는 신파라고 해도...12세관람가에는 나쁘지 않은 스토리와 한국의 발전한 CG의 기술력!!! 그런 볼거리로 즐기기엔 충분했다고 생각이 든다.
1119,10,재밌어요
1120,5,억지스러움과 중간중간 깨는 대사로 몰입하기 어려움. 차태현은 미스캐스팅
1121,9,
1122,10,이 영화 슬픔 ㅠ 그렇지만 재밌음 ㅋㅋ
1123,9,
1124,10,진짜재밌어요
1125,5,
1126,7,명박아 '신과 함께' 봤냐? 아직 안봤으면 꼭 봐라. 온가족이 함께 봐라~ 꼬옥~~
1127,7,모두에게 다른 삶의 무게...
1128,4,돈 많은 친구가 울라면서 자꾸 뺨을 때린다
1129,10,지루할 틈없는 전개.. 나름 스릴있는 액션.. 몇년안에 본 영화중 제일 좋았네요
1130,9,저는 개인적으로 재밌게봤습니다. 효를 해야된다는 마음을 주는 영화이고  가족이 봐야될 교훈있는 영화네요.
1131,9,마지막의 반전이 좋았어요. 너무 좋았던 스토리였는데 CG를 너무 썼어요.  내용과는 맞아서 좋았어요.
1132,10,진심 최고네요 많이 울고 느끼게해주네요
1133,10,웹툰을 먼저 보고 봤는데 웹툰 내용이랑 좀 다르지만 그래도 기대한 만큼 재밌었음
1134,8,SFㆍ판타지 영화를 별루 안좋아하는데 워낙 광고를 많이해서 봤는데 생각보단 재미 있었던것 같다. 배우들이 연기를 잘허구 실감났다.
1135,10,재미써!
1136,6,
1137,0,"영화중 최악ᆢ 내용도 재미별로구ᆢ 망자 49제가 좋은 것으로 환생하길바라며 제사지내는것으로 윤회설을 근거로하는데 이것을 패러디한 느낌ᆢ 윤회는 또다른 개체로 환생하는 것인데ᆢ 동물로 다시 태어남이 구원은 아니며, 목표가 될수 없다. 오직 예수그리스도를 믿을때 영원한천국생명이 주어진다"
1138,1,배우가  아깝다는...천만???
1139,8,
1140,6,"재밌다고 하는 평들이 많아서 봤는데, 전반적으로 지루하지는 않았으나 매끄럽지 못 하고 지옥 중 절반은 그냥 지나가 버려서 매우 아쉬웠다. "
1141,10,감동의 쓰나미란 표현이 맞을듯요 눈물나는 영화인 줄 모르고 갔다가 보는내내 손수건이나 티슈 챙겨올 걸 하고 후회했음 CG가 블록버스터감임 하나도  흐트러짐이 없어요 그리고 죽으면 끝이라는 걸 알지만 착하게 살아야지 하는 생각이 들었음 좋았어요
1142,7,"화려하면서도 캐릭터에 잘 부합되는 캐스팅과 연기력, 타 한국 영화에 비해 화려하면서도 완성도 있는 CG등이 흥미와 재미를 잘 유발한 작품. 다만, 딱 군부대 토네이도 씬 전까지. 이 영화를 망가뜨린 괴기스러운 용오름 씬만 뺀다면 손에 꼽을 만 한 재밌고 감동있는 영화라 말하고 싶다."
1143,9,전 개인적으로 잘 만든거같음 웹툰보기전 보고 봤는데 웹툰보다 나은듯
1144,0,처음으로 영화평 댓글답니다. 진심 최악입니다. 이런 영화가 천만이 넘는다니....
1145,6,
1146,1,지루함 조금 아쉬움
1147,10,
1148,1,쓰레가 영화.. 알바세끼들 댓글에 속았다..  드라마보것다..
1149,10,차태현연기 정말 좋았어요
1150,10,김동욱 연기 10점 만점 
1151,10,
1152,7,눈물이 영화 시작부터 치고 올라오다가 후반부에 개터짐 울음참으라고 목이 아팠습니다..ㅜㅜ
1153,10,보는 내내펑펑울었습니다....
1154,9,내내 울었음..잘 살아겠다는 생각들게 하는영화.
1155,10,
1156,10,로그인 하게 만드네...오늘 김포 11:30분 표로 봤다. 하도 주위에서 감동이다 얘기하기에 한국영화 안보는 내가 봤다. 씨지가 어색할 것이라 생각했으나 좋았다. 내용도 남녀간 억지 짜는 눈물이 아닌 속깊은 가족얘기라 자동적으로 눈물을 참게 되더라...한국영화 보며 눈물 흘리는 걸 아내에게 보이고 싶지 않아 억지로 참았다. 이정도면 한국영화 중 대단히 수작이다. 명량보단 훨씬 수작이고 찬사받아 마땅하다. 좀 어설프게 웃기려 든 것 등은 내용으로 다 커버다. 잘 만들었고 2편에선 미국 센스 웃음 넣으려 하지 않아도 된다. 다들 웃지는 않고 지켜보더라... 
1157,10,
1158,10,
1159,1,이걸 영화라고~~~~돈 벌려고 만든영화라는 티가 너무 났어요.. 좋아하는 배우들인데  아깝네요.ㅠㅠㅠ
1160,10,부모님과 함께 잘 봤습니다.
1161,10,겁나 판타스틱
1162,10,정말 재미있고 감동적인 영화였습니다
1163,0,. 참..이따위 개쓰레기 영화를 ...한국영화 수준과 관객수준을 알만하다..
1164,10,이 영화를 보며 국내 CG 기술력 발달에 놀랐음. 김용화 감독 대단bbbb 지옥 세계를 간접 체험하는듯 했고  막판엔 나도 모르게 끊임없이 눈물이 줄줄ㅠㅠㅠ 신파면 어떠랴   효도하고 착하게 살자고 교훈을 주는데. 진짜 착하게 살아야지ㅠ 한국형 판타지 영화의 새 장르를 여는 영화같다. 이런 영화가 순수 국내 기술력으로 만들어 졌다는 것이 자랑스럽다. 아시아를 넘어 해외시장에서도 계속 대박터졌으면 좋겠음. 2편도 기대됨
1165,10,엄마손답고둘이가펑펑울고나왔다 착하게살아야지
1166,10,마즈막에 감동 스러워서 좋았음니다
1167,9,자홍이.동생 수홍이 소오름 어떻게 세상에.
1168,10,
1169,8,마무리는 다소 억지스런 신파지만 색다른 스토리와 상상력이 끝까지 집중하게 만듬. 어쩔수 없이 눈물은 흐르지만 여운은 없는 감동? 
1170,9,
1171,10,진짜 매우 인생 영화입니다 ㅠㅠ 나무 재미있어요
1172,10,
1173,3,밥솥광고를 139분짜리 영화로 녹여내다
1174,10,엄청 재밌게 봄
1175,9,용서! 인간이 할 수 있는 제일 큰 사랑이 용서가 아닐까?
1176,0,개쓰레기 영화 
1177,10,ㅈㅋ      
1178,9,"재미있게 봤습니다. 부모님이 더 좋아하실 줄 알았는데, 정신 사납다고 하셔서 별 하나 뻅니다."
1179,7,마지막에 슬픔 그래도볼만함
1180,1,재미없음 진짜 별로
1181,10,
1182,7,슬프긴 하고 눈물은 나지만 정말 이정도면 운수좋은날도 아니고 엄청난 착한 사람들에게 일어나는 최악의 불운으로 포장해서 눈물빼는 기분이라 울면서도 남는게 없다.. 
1183,10,
1184,2,
1185,9,내용은 괜찮았는데 개인적으로는 웹툰이 더 낫네요.배우들 연기 진짜 잘했는데 하나 아쉬운 점이 있다면 주인공이 너무 엄마만 찾는 다는 점...????차사들이나 자기자신은 생각하지 않고 있다는 점이 조금 음...그래 보였습니다.그것 말고는 재밌어요!
1186,8,"진짜 정말 대놓고 CG는 이상한데, 슬픔과 감동으로 사람들을 엄청 울림. "
1187,5,1987보세요
1188,1,노답
1189,10,괜찮음
1190,10,헐 이게 재미없다고??!! 아무기대없이 또 뻔한 감동스토리겠거니 하고갔다가 오줌조차 참고 끝까지 다 봤는걸?!! 드라마적 요소에 교훈 말도안되는 cg까지 도대체 부족한게 뭐란말인가 보는내내 이건 외국에서 먹히겠다 이랬는걸?! 물론 한국특유의 감성팔이가 뻔하긴했지만 배우들의 연기와 판타지한 연출이 사로잡아서 좋았다!
1191,3,솔직히 천만 관객 영화는 좀~ 외국 영화였으면 관객 수는 현저히 줄듯 싶네요
1192,5,솔직히 스릴러를 많이 넣으려고 애쓴 모습은 보이지만 스토리가 약하다
1193,1,병신같은 미개한 인간들. 1987은 봤냐?  이런 개같은 영화가 1300인데 1987이 700도 안된다는 게 말이 안되.
1194,5,진부하게 느껴진 신파극이라 졸려서 잤어요...
1195,10,스릴만점 감동만점 배우연기력도 좋았고 간만에 재미난 영화봐서 뿌듯함
1196,8,이영화를 지루하다고 표현하는 사람들을 생각해보면 대부분 나이가 어릴듯 !!! 전생이나 삶에 대해서 평소에 관심이 조금만 있는 사람이라면 재밌게 봤을듯!!
1197,10,진짜 재밌음 꼭 보셈
1198,10,
1199,4,"원작의 독창성 있는 전개와 감정을 전부 쓰레기통에 처박고 오직 마지막 장면만을 위해 초중후반의 내용을 지루하고 억지스러운 전개로 채운 영화. 심지어 마지막 장면마저도 높으신 사람들만 좋아할만한, 눈 높아진 관객들을 찌푸리게 만드는 지나친 신파. 다소 억지스러운 눈물로 가득차 있다. 한마디로 개떡 같은 영화"
1200,10,아무것도 없는자가 귀인. 조금 지루해져도 좋으니 신들의 이야기를 조금 더 듣고싶은 영화.
1201,9,재미와 감동 교훈까지~ 아기낳구 첨 본 영화여서 그런지 넘 좋았어요~
1202,10,
1203,9,아주재미있었음
1204,9,처음볼때는 별로였는데 두번보니 이해도 되고 재미가 더 있네요
1205,4,"너~무 과대포장 되었고 막상 본사람들은 다 별로였다고 얘기한다. 그냥 시기를 잘 잡고 홍보를 잘한 덕,  웹툰의 왕겪인 신과함께를 다룬 덕 정도라고 생각한다."
1206,1,
1207,1,
1208,9,
1209,6,내내 졸음과 싸우다 마지막 김동욱이 엄마꿈에 나타나 엄마와 이야기나누는 장면에서 눈이 번쩍 뜨이고 눈물 줄줄 흘림. 그뿐임.
1210,10,굿
1211,5,지루했어요....
1212,0,
1213,7," 최근의 영화 '신과 함께'를 보니 어렸을 때 보았던 '목련구모'를 떠올렸음. 후자를 아주 어렸을 때 보았던 것이어서 단순 비교하기가 다소 어려움. 지각과 인식이 어릴 때와 많은 속물적인 삶에 찌든 현재와는 너무 다를 것이니까! 공통점이라면 종교적 또는 사상적 내용을 토대로 이뤄진 소재, 환상적이고 신비한 사후 세계를 내세워 이승에서의 선한 삶을 살라는 교훈적인 내용이 밑바탕을 이루고 있다. 개인적인 감상으로 다른 점이라면, 형식적인 면에서 특히 특수 효과로 cg을 과다하게 활용하나, 정밀함이 떨어져 오히려 내용이 황당하게 느껴진다. 전편의 영화를 현재의 젊은이들에게 보여주면 어떤 반응릴까? 상상해본다. "
1214,10,
1215,10,생각을 하게 하는... 무심코 보았다가 신랑이랑 울고 나왔네요
1216,2,너무 지루함 
1217,5,이 영화가 뭐가 재밌다는건지 모르겠네  
1218,10,보면서울었습니다....근데 재미있는건뭐지
1219,10,보면서울었습니다....근데 재미있는건뭐지
1220,10,삶을 다시한번 생각하게 만드네요..^^
1221,7,보면서  좀  지루하기도 하고 . . . 그런데  그렇게 슬프지 않았는데도  목이  메는건 뭔지 . . .
1222,10,대단한영화.. 우리나라 cg가 저정도로 발전했나 싶네요
1223,10,
1224,1,삼류영화 천만은 무슨 개뿔
1225,4,"블록버스터를 목표로 했기 때문에 액션을 늘렸고, 그 결과 원작의 핵심인물인 진기한 변호사가 빠져버린 이상한 작품이 된 듯 합니다. 원작처럼 진기한 변호사의 변호와 평범한 인간 김자홍의 이야기였다면 더 좋은 작품이었을 것 같아 안타까움. 개인적 바램은 다른 감독이 원작 그대로 스크린에 다시 옮겼으면 합니다."
1226,10,각자 나름 틀린것 같음 먼 훗날 얘기와 지금 얘기가 공존한 내용 같습니다. 잘보고 왓습니다.
1227,10,
1228,0,돈주고보기 너무 아까웠다 보는내내 유치했다  별하나도 아깝다 뭘느끼라는건지 권선징악도 아니고 그런 내용이라도있음 어린애들이라도 보라고 하겠는데... 스토리도없고 구성도 허술하고 시간이아까웠다 영화평좀보고가서 볼걸 그랬어요
1229,9,자기가 다들 느끼는 점수로~
1230,6,유치하게 억지로 스토리를 이끌어간 말도 안되는 돈아까운 영화.. 지만 여하튼 배우들 보느라 지루하진 않았다. 
1231,0,대체 이영화는 뭔데...아직도 상영하는거야?????? 동개봉영화 강철비는 조기에 내리고... 아직도 개봉관 점령하고 있네.. 차태현...틀에박힌 연기...눼~~~~~;;
1232,1,대체 누가 이 영화 재밌다고 했어? 어떻게 이런 영화에 관객이 천만이나 들었는지. 아 돈 아까워.
1233,4,CG만 인정한다 일단 원작의 훼손이 너무많음.... 저승의 재판이 너무 엉성하게 보임 수홍의 마지막 분노는 좀 심하게 오버한거 같고... 그리고 마지막으로 결국 신파로 마무리.... 마지막에 눈물만 빼면 장땡이다 식의 마무리는 이제 좀 그만했으면....
1234,10,내 삶을  돌아보게 한  영화  두  아들를  잃은  엄마  어쩌나  
1235,0,감성팔이+유치함+부실함 3콤보. 같이 보자고 데려간 아빠한테 죄송함
1236,9,
1237,6,"cg가 듬성듬성한 느낌을 받음.... 또 주연배우 일부는 극의 역할과 동떨어져보임... 하나도 안슬픈 얼굴과 연기에....대략난감.... 차태현은 도저히 그 주인공의 인생과 반감이 느껴지고.. 하정우도 강약의 조절이 없이... 그냥 만화원작의 덕을 톡톡히 본 영화임..... 원작자에게 한 30억 줘라,,"
1238,10,사는것에 대해 생각해보게 되었습니다.
1239,10,많은 생각을 하게 되며 어떻게 살아야 할지 돌아보게 하는 영화였습니다
1240,4,기대보다는..........
1241,8,처음에 좀 지루해서 하품도 하고  좀 유치한 것도 있지만 교훈은 있네요.
1242,5,의외로 지루하고 의외로 참신하지않고 의외로 슬프지않았던...현실은 비극적인 가족사와 홀로남은 노모.
1243,10,나는 어떤 딸이었는지 어떤 엄마였는지 생각하게하는 영화였습니다.
1244,10,CG가 별로다 하는 이야기도 많았지만 그래도 굿! 나를 돌아보게 하는 영화~
